unit_key,unit_name,candidate_binding_count,retrieval_status
wh2_main_hef_cha_mage_high_0,Mage (High),271,potential_relationships_only
wh2_main_hef_cha_mage_high_1,Mage (High),270,potential_relationships_only
wh2_main_hef_cha_noble_0,Noble,273,potential_relationships_only
wh2_main_hef_cha_prince_0,Prince,275,potential_relationships_only
wh2_main_hef_cha_prince_2,Prince,276,potential_relationships_only
wh2_main_hef_cha_teclis_0,Teclis,269,potential_relationships_only
wh2_main_hef_cha_tyrion_1,Tyrion,273,potential_relationships_only
wh2_main_hef_inf_archers_0,Archers,288,potential_relationships_only
wh2_main_hef_inf_archers_1,Archers (Light Armour),287,potential_relationships_only
wh2_main_hef_inf_gate_guard,Gate Guard,235,potential_relationships_only
wh2_main_hef_inf_lothern_sea_guard_0,Lothern Sea Guard,321,potential_relationships_only
wh2_main_hef_inf_lothern_sea_guard_1,Lothern Sea Guard (Shields),321,potential_relationships_only
wh2_main_hef_inf_phoenix_guard,Phoenix Guard,285,potential_relationships_only
wh2_main_hef_inf_spearmen_0,Spearmen,278,potential_relationships_only
wh2_main_hef_inf_swordmasters_of_hoeth_0,Swordmasters of Hoeth,280,potential_relationships_only
wh2_main_hef_inf_white_lions_of_chrace_0,White Lions of Chrace,279,potential_relationships_only
wh2_main_hef_mon_great_eagle,Great Eagle,258,potential_relationships_only
wh2_main_hef_mon_moon_dragon,Moon Dragon,263,potential_relationships_only
wh2_main_hef_mon_phoenix_flamespyre,Flamespyre Phoenix,254,potential_relationships_only
wh2_main_hef_mon_phoenix_frostheart,Frostheart Phoenix,253,potential_relationships_only
wh2_main_hef_mon_star_dragon,Star Dragon,262,potential_relationships_only
wh2_main_hef_mon_sun_dragon,Sun Dragon,262,potential_relationships_only
wh2_main_lzd_cav_cold_one_spearmen_1,Cold One Spear-Riders,260,potential_relationships_only
wh2_main_lzd_cav_cold_one_spearriders_blessed_0,Blessed Cold One Spear-Riders,266,potential_relationships_only
wh2_main_lzd_cav_cold_ones_1,Cold One Riders,260,potential_relationships_only
wh2_main_lzd_cav_cold_ones_feral_0,Feral Cold Ones,263,potential_relationships_only
wh2_main_lzd_cav_horned_ones_0,Horned Ones,260,potential_relationships_only
wh2_main_lzd_cav_horned_ones_0_nakai,Horned Ones,260,potential_relationships_only
wh2_main_lzd_cav_horned_ones_blessed_0,Blessed Horned Ones,265,potential_relationships_only
wh2_main_lzd_cav_terradon_riders_0,Terradon Riders,272,potential_relationships_only
wh2_main_lzd_cav_terradon_riders_0_blessed,Blessed Terradon Riders,276,potential_relationships_only
wh2_main_lzd_cav_terradon_riders_1,Terradon Riders (Fireleech Bolas),268,potential_relationships_only
wh2_main_lzd_cav_terradon_riders_blessed_1,Blessed Terradon Riders (Fireleech Bolas),274,potential_relationships_only
wh2_main_lzd_cha_saurus_scar_veteran_0,Saurus Scar-Veteran,269,potential_relationships_only
wh2_main_lzd_cha_saurus_scar_veteran_1,Saurus Scar-Veteran,273,potential_relationships_only
wh2_main_lzd_cha_saurus_scar_veteran_2,Saurus Scar-Veteran,278,potential_relationships_only
wh2_main_lzd_cha_skink_chief_0,Skink Chief,265,potential_relationships_only
wh2_main_lzd_cha_skink_priest_beasts_0,Skink Priest (Beasts),262,potential_relationships_only
wh2_main_lzd_cha_skink_priest_heavens_0,Skink Priest (Heavens),260,potential_relationships_only
wh2_main_lzd_cha_slann_mage_priest_high_0,Slann Mage-Priest (High),263,potential_relationships_only
wh2_main_lzd_inf_chameleon_skinks_0,Chameleon Skinks,333,potential_relationships_only
wh2_main_lzd_inf_chameleon_skinks_blessed_0,Blessed Chameleon Skinks,338,potential_relationships_only
wh2_main_lzd_inf_saurus_spearmen_0,Saurus Spears,261,potential_relationships_only
wh2_main_lzd_inf_saurus_spearmen_1,Saurus Spears (Shields),261,potential_relationships_only
wh2_main_lzd_inf_saurus_spearmen_blessed_1,Blessed Saurus Spears (Shields),266,potential_relationships_only
wh2_main_lzd_inf_saurus_warriors_0,Saurus Warriors,258,potential_relationships_only
wh2_main_lzd_inf_saurus_warriors_1,Saurus Warriors (Shields),258,potential_relationships_only
wh2_main_lzd_inf_saurus_warriors_blessed_1,Blessed Saurus Warriors (Shields),265,potential_relationships_only
wh2_main_lzd_inf_skink_cohort_0,Skink Cohort,317,potential_relationships_only
wh2_main_lzd_inf_skink_cohort_1,Skink Cohort (Javelins),326,potential_relationships_only
wh2_main_lzd_inf_skink_cohort_1_blessed,Blessed Skink Cohort (Javelins),328,potential_relationships_only
wh2_main_lzd_inf_skink_skirmishers_0,Skink Skirmishers,330,potential_relationships_only
wh2_main_lzd_inf_skink_skirmishers_blessed_0,Blessed Skink Skirmishers,334,potential_relationships_only
wh2_main_lzd_inf_temple_guards,Temple Guard,262,potential_relationships_only
wh2_main_lzd_inf_temple_guards_blessed,Blessed Temple Guard,267,potential_relationships_only
wh2_main_lzd_inf_temple_guards_nakai,Temple Guard,262,potential_relationships_only
wh2_main_lzd_mon_ancient_stegadon,Ancient Stegadon,251,potential_relationships_only
wh2_main_lzd_mon_ancient_stegadon_blessed,Blessed Ancient Stegadon,254,potential_relationships_only
wh2_main_lzd_mon_bastiladon_0,Feral Bastiladon,253,potential_relationships_only
wh2_main_lzd_mon_bastiladon_1,Bastiladon (Revivification Crystal),251,potential_relationships_only
wh2_main_lzd_mon_bastiladon_2,Bastiladon (Solar Engine),251,potential_relationships_only
wh2_main_lzd_mon_bastiladon_blessed_2,Blessed Bastiladon (Solar Engine),258,potential_relationships_only
wh2_main_lzd_mon_carnosaur_0,Feral Carnosaur,257,potential_relationships_only
wh2_main_lzd_mon_carnosaur_blessed_0,Blessed Carnosaur,254,potential_relationships_only
wh2_main_lzd_mon_kroxigors,Kroxigor,271,potential_relationships_only
wh2_main_lzd_mon_kroxigors_blessed,Blessed Kroxigor,278,potential_relationships_only
wh2_main_lzd_mon_kroxigors_nakai,Kroxigor,271,potential_relationships_only
wh2_main_lzd_mon_stegadon_0,Feral Stegadon,259,potential_relationships_only
wh2_main_lzd_mon_stegadon_1,Stegadon,251,potential_relationships_only
wh2_main_lzd_mon_stegadon_blessed_1,Blessed Stegadon,257,potential_relationships_only
wh2_main_skv_art_plagueclaw_catapult,Plagueclaw Catapults,230,potential_relationships_only
wh2_main_skv_art_warp_lightning_cannon,Warp Lightning Cannons,228,potential_relationships_only
wh2_main_skv_cha_assassin,Assassin,268,potential_relationships_only
wh2_main_skv_cha_grey_seer_plague_0,Grey Seer (Plague),262,potential_relationships_only
wh2_main_skv_cha_grey_seer_plague_1,Grey Seer (Plague),266,potential_relationships_only
wh2_main_skv_cha_lord_skrolk,Lord Skrolk,271,potential_relationships_only
wh2_main_skv_cha_plague_priest_0,Plague Priest,267,potential_relationships_only
wh2_main_skv_cha_plague_priest_2,Plague Priest,265,potential_relationships_only
wh2_main_skv_cha_queek_headtaker,Queek Headtaker,266,potential_relationships_only
wh2_main_skv_cha_warlock_engineer,Warlock Engineer,263,potential_relationships_only
wh2_main_skv_cha_warlord_0,Warlord,269,potential_relationships_only
wh2_main_skv_cha_warlord_1,Warlord,275,potential_relationships_only
wh2_main_skv_inf_clanrat_spearmen_0,Clanrat Spears,267,potential_relationships_only
wh2_main_skv_inf_clanrat_spearmen_1,Clanrat Spears (Shields),267,potential_relationships_only
wh2_main_skv_inf_clanrats_0,Clanrats,264,potential_relationships_only
wh2_main_skv_inf_clanrats_1,Clanrats (Shields),264,potential_relationships_only
wh2_main_skv_inf_death_globe_bombardiers,Death Globe Bombardiers,250,potential_relationships_only
wh2_main_skv_inf_death_runners_0,Death Runners,245,potential_relationships_only
wh2_main_skv_inf_gutter_runner_slingers_0,Gutter Runner Slingers,251,potential_relationships_only
wh2_main_skv_inf_gutter_runner_slingers_1,Gutter Runner Slingers (Poison),251,potential_relationships_only
wh2_main_skv_inf_gutter_runners_0,Gutter Runners,252,potential_relationships_only
wh2_main_skv_inf_gutter_runners_1,Gutter Runners (Poison),252,potential_relationships_only
wh2_main_skv_inf_night_runners_0,Night Runners,251,potential_relationships_only
wh2_main_skv_inf_night_runners_1,Night Runners (Slings),251,potential_relationships_only
wh2_main_skv_inf_plague_monk_censer_bearer,Plague Monk Censer Bearers,244,potential_relationships_only
wh2_main_skv_inf_plague_monks,Plague Monks,244,potential_relationships_only
wh2_main_skv_inf_poison_wind_globadiers,Poisoned Wind Globadiers,251,potential_relationships_only
wh2_main_skv_inf_skavenslave_slingers_0,Skavenslave Slingers,240,potential_relationships_only
wh2_main_skv_inf_skavenslave_spearmen_0,Skavenslave Spears,237,potential_relationships_only
wh2_main_skv_inf_skavenslaves_0,Skavenslaves,237,potential_relationships_only
wh2_main_skv_inf_stormvermin_0,Stormvermin (Halberds),269,potential_relationships_only
wh2_main_skv_inf_stormvermin_1,Stormvermin (Swords & Shields),266,potential_relationships_only
wh2_main_skv_inf_warpfire_thrower,Warpfire Throwers,253,potential_relationships_only
wh2_main_skv_mon_hell_pit_abomination,Hell Pit Abomination,251,potential_relationships_only
wh2_main_skv_mon_rat_ogres,Rat Ogres,256,potential_relationships_only
wh2_main_skv_veh_doomwheel,Doomwheel,238,potential_relationships_only
wh2_pro06_tmb_mon_bone_giant_0,Bone Giant,235,potential_relationships_only
wh2_pro09_grn_cha_black_orc_big_boss_0,Black Orc Big Boss,274,potential_relationships_only
wh2_pro09_grn_cha_black_orc_big_boss_1,Black Orc Big Boss,274,potential_relationships_only
wh2_twa02_wef_cha_glade_captain_0,Glade Captain,294,potential_relationships_only
wh2_twa02_wef_cha_glade_captain_1,Glade Captain,290,potential_relationships_only
wh2_twa02_wef_cha_glade_captain_2,Glade Captain,308,potential_relationships_only
wh2_twa02_wef_cha_glade_captain_3,Glade Captain,294,potential_relationships_only
wh2_twa03_def_cha_rakarth_0,Rakarth,268,potential_relationships_only
wh3_cp1_cth_cha_bhashiva,"Bhashiva, the White Tiger",270,potential_relationships_only
wh3_cp1_cth_cha_clawspeaker_beasts,Clawspeaker (Beasts),267,potential_relationships_only
wh3_cp1_cth_cha_clawspeaker_life,Clawspeaker (Life),267,potential_relationships_only
wh3_cp1_cth_cha_clawspeaker_shadows,Clawspeaker (Shadows),267,potential_relationships_only
wh3_cp1_cth_cha_sawai,Tiger Warrior Sawai,274,potential_relationships_only
wh3_cp1_cth_cha_taoyan,Taoyan the Merciless,270,potential_relationships_only
wh3_cp1_cth_inf_iron_claw_guandao,Iron Claw Tiger Warriors,294,potential_relationships_only
wh3_cp1_cth_inf_stalkers_throwing_disc,Tiger Warrior Stalkers,294,potential_relationships_only
wh3_cp1_cth_inf_tiger_warriors_dual_axe,Tiger Warriors,284,potential_relationships_only
wh3_dlc20_chs_cav_chaos_chariot_mkho,Chaos Chariots of Khorne,256,potential_relationships_only
wh3_dlc20_chs_cav_chaos_chariot_mnur,Chaos Chariots of Nurgle,266,potential_relationships_only
wh3_dlc20_chs_cav_chaos_chariot_msla,Chaos Chariots of Slaanesh,267,potential_relationships_only
wh3_dlc20_chs_cav_chaos_chariot_msla_ror,The Sibilant Slaughtercade (Chaos Chariots),297,potential_relationships_only
wh3_dlc20_chs_cav_chaos_chariot_mtze,Chaos Chariots of Tzeentch,236,potential_relationships_only
wh3_dlc20_chs_cav_chaos_knights_mkho,Chaos Knights of Khorne,307,potential_relationships_only
wh3_dlc20_chs_cav_chaos_knights_mkho_lances,Chaos Knights of Khorne (Lances),306,potential_relationships_only
wh3_dlc20_chs_cav_chaos_knights_mnur,Chaos Knights of Nurgle,309,potential_relationships_only
wh3_dlc20_chs_cav_chaos_knights_mnur_lances,Chaos Knights of Nurgle (Lances),308,potential_relationships_only
wh3_dlc20_chs_cav_chaos_knights_msla,Chaos Knights of Slaanesh,311,potential_relationships_only
wh3_dlc20_chs_cav_chaos_knights_msla_lances,Chaos Knights of Slaanesh (Lances),310,potential_relationships_only
wh3_dlc20_chs_cav_chaos_knights_mtze_lances,Chaos Knights of Tzeentch (Lances),288,potential_relationships_only
wh3_dlc20_chs_cav_marauder_horsemen_mkho_throwing_axes,Marauder Horsemen of Khorne (Throwing Axes),311,potential_relationships_only
wh3_dlc20_chs_cav_marauder_horsemen_mnur_throwing_axes,Marauder Horsemen of Nurgle (Throwing Axes),296,potential_relationships_only
wh3_dlc20_chs_cav_marauder_horsemen_msla_javelins,Marauder Horsemen of Slaanesh,323,potential_relationships_only
wh3_dlc20_chs_cav_marauder_horsemen_mtze_javelins,Marauder Horsemen of Tzeentch,275,potential_relationships_only
wh3_dlc20_chs_cha_chaos_lord_mkho,Chaos Lord of Khorne,277,potential_relationships_only
wh3_dlc20_chs_cha_chaos_lord_mkho_chaos_steed,Chaos Lord of Khorne,277,potential_relationships_only
wh3_dlc20_chs_cha_chaos_lord_mkho_gorebeast_chariot,Chaos Lord of Khorne,281,potential_relationships_only
wh3_dlc20_chs_cha_chaos_lord_mkho_juggernaut,Chaos Lord of Khorne,282,potential_relationships_only
wh3_dlc20_chs_cha_chaos_lord_msla,Chaos Lord of Slaanesh,272,potential_relationships_only
wh3_dlc20_chs_cha_chaos_lord_msla_chaos_chariot,Chaos Lord of Slaanesh,273,potential_relationships_only
wh3_dlc20_chs_cha_chaos_lord_msla_chaos_steed,Chaos Lord of Slaanesh,273,potential_relationships_only
wh3_dlc20_chs_cha_chaos_sorcerer_death_warshrine,Chaos Sorcerer (Death),265,potential_relationships_only
wh3_dlc20_chs_cha_chaos_sorcerer_lord_death_mnur,Chaos Sorcerer Lord of Nurgle (Death),273,potential_relationships_only
wh3_dlc20_chs_cha_chaos_sorcerer_lord_death_mnur_chaos_steed,Chaos Sorcerer Lord of Nurgle (Death),273,potential_relationships_only
wh3_dlc20_chs_cha_chaos_sorcerer_lord_death_mnur_warshrine,Chaos Sorcerer Lord of Nurgle (Death),278,potential_relationships_only
wh3_dlc20_chs_cha_chaos_sorcerer_lord_death_warshrine,Chaos Sorcerer Lord (Death),268,potential_relationships_only
wh3_dlc20_chs_cha_chaos_sorcerer_lord_fire_warshrine,Chaos Sorcerer Lord (Fire),268,potential_relationships_only
wh3_dlc20_chs_cha_chaos_sorcerer_lord_metal_mtze,Chaos Sorcerer Lord of Tzeentch (Metal),270,potential_relationships_only
wh3_dlc20_chs_cha_chaos_sorcerer_lord_metal_mtze_chaos_steed,Chaos Sorcerer Lord of Tzeentch (Metal),270,potential_relationships_only
wh3_dlc20_chs_cha_chaos_sorcerer_lord_metal_mtze_disc,Chaos Sorcerer Lord of Tzeentch (Metal),270,potential_relationships_only
wh3_dlc20_chs_cha_chaos_sorcerer_lord_metal_mtze_warshrine,Chaos Sorcerer Lord of Tzeentch (Metal),275,potential_relationships_only
wh3_dlc20_chs_cha_chaos_sorcerer_lord_metal_warshrine,Chaos Sorcerer Lord (Metal),268,potential_relationships_only
wh3_dlc20_chs_cha_chaos_sorcerer_lord_nurgle_mnur,Chaos Sorcerer Lord of Nurgle (Nurgle),273,potential_relationships_only
wh3_dlc20_chs_cha_chaos_sorcerer_lord_nurgle_mnur_chaos_steed,Chaos Sorcerer Lord of Nurgle (Nurgle),273,potential_relationships_only
wh3_dlc20_chs_cha_chaos_sorcerer_lord_nurgle_mnur_warshrine,Chaos Sorcerer Lord of Nurgle (Nurgle),278,potential_relationships_only
wh3_dlc20_chs_cha_chaos_sorcerer_lord_shadows_warshrine,Chaos Sorcerer Lord (Shadows),268,potential_relationships_only
wh3_dlc20_chs_cha_chaos_sorcerer_lord_tzeentch_mtze,Chaos Sorcerer Lord of Tzeentch (Tzeentch),270,potential_relationships_only
wh3_dlc20_chs_cha_chaos_sorcerer_lord_tzeentch_mtze_chaos_steed,Chaos Sorcerer Lord of Tzeentch (Tzeentch),270,potential_relationships_only
wh3_dlc20_chs_cha_chaos_sorcerer_lord_tzeentch_mtze_disc,Chaos Sorcerer Lord of Tzeentch (Tzeentch),270,potential_relationships_only
wh3_dlc20_chs_cha_chaos_sorcerer_lord_tzeentch_mtze_warshrine,Chaos Sorcerer Lord of Tzeentch (Tzeentch),275,potential_relationships_only
wh3_dlc20_chs_cha_chaos_sorcerer_metal_mtze,Chaos Sorcerer of Tzeentch (Metal),264,potential_relationships_only
wh3_dlc20_chs_cha_chaos_sorcerer_metal_mtze_chaos_steed,Chaos Sorcerer of Tzeentch (Metal),264,potential_relationships_only
wh3_dlc20_chs_cha_chaos_sorcerer_metal_mtze_disc,Chaos Sorcerer of Tzeentch (Metal),284,potential_relationships_only
wh3_dlc20_chs_cha_chaos_sorcerer_metal_mtze_warshrine,Chaos Sorcerer of Tzeentch (Metal),269,potential_relationships_only
wh3_dlc20_chs_cha_chaos_sorcerer_metal_warshrine,Chaos Sorcerer (Metal),265,potential_relationships_only
wh3_dlc20_chs_cha_chaos_sorcerer_shadows_msla,Chaos Sorcerer of Slaanesh (Shadows),269,potential_relationships_only
wh3_dlc20_chs_cha_chaos_sorcerer_shadows_msla_chaos_steed,Chaos Sorcerer of Slaanesh (Shadows),270,potential_relationships_only
wh3_dlc20_chs_cha_chaos_sorcerer_shadows_msla_warshrine,Chaos Sorcerer of Slaanesh (Shadows),273,potential_relationships_only
wh3_dlc20_chs_cha_chaos_sorcerer_shadows_warshrine,Chaos Sorcerer (Shadows),265,potential_relationships_only
wh3_dlc20_chs_cha_chaos_sorcerer_slaanesh_msla,Chaos Sorcerer of Slaanesh (Slaanesh),269,potential_relationships_only
wh3_dlc20_chs_cha_chaos_sorcerer_slaanesh_msla_chaos_steed,Chaos Sorcerer of Slaanesh (Slaanesh),270,potential_relationships_only
wh3_dlc20_chs_cha_chaos_sorcerer_slaanesh_msla_warshrine,Chaos Sorcerer of Slaanesh (Slaanesh),273,potential_relationships_only
wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze,Chaos Sorcerer of Tzeentch (Tzeentch),264,potential_relationships_only
wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze_chaos_steed,Chaos Sorcerer of Tzeentch (Tzeentch),264,potential_relationships_only
wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze_disc,Chaos Sorcerer of Tzeentch (Tzeentch),284,potential_relationships_only
wh3_dlc20_chs_cha_chaos_sorcerer_tzeentch_mtze_warshrine,Chaos Sorcerer of Tzeentch (Tzeentch),269,potential_relationships_only
wh3_dlc20_chs_cha_cultist_msla_warshrine,Cultist of Slaanesh,278,potential_relationships_only
wh3_dlc20_chs_cha_daemon_prince,Daemon Prince,310,potential_relationships_only
wh3_dlc20_chs_cha_daemon_prince_mkho,Daemon Prince of Khorne,323,potential_relationships_only
wh3_dlc20_chs_cha_daemon_prince_mnur,Daemon Prince of Nurgle,311,potential_relationships_only
wh3_dlc20_chs_cha_daemon_prince_msla,Daemon Prince of Slaanesh,312,potential_relationships_only
wh3_dlc20_chs_cha_daemon_prince_mtze,Daemon Prince of Tzeentch,294,potential_relationships_only
wh3_dlc20_chs_cha_exalted_hero_mkho,Exalted Hero of Khorne,277,potential_relationships_only
wh3_dlc20_chs_cha_exalted_hero_mkho_chaos_steed,Exalted Hero of Khorne,277,potential_relationships_only
wh3_dlc20_chs_cha_exalted_hero_mkho_gorebeast_chariot,Exalted Hero of Khorne,281,potential_relationships_only
wh3_dlc20_chs_cha_exalted_hero_mkho_juggernaut,Exalted Hero of Khorne,282,potential_relationships_only
wh3_dlc20_chs_cha_exalted_hero_mnur,Exalted Hero of Nurgle,270,potential_relationships_only
wh3_dlc20_chs_cha_exalted_hero_mnur_chaos_chariot,Exalted Hero of Nurgle,270,potential_relationships_only
wh3_dlc20_chs_cha_exalted_hero_mnur_chaos_steed,Exalted Hero of Nurgle,270,potential_relationships_only
wh3_dlc20_chs_inf_aspiring_champions_mtze_ror,The Severed Claw (Aspiring Champions),299,potential_relationships_only
wh3_dlc20_chs_inf_chaos_marauders_mkho,Marauders of Khorne,307,potential_relationships_only
wh3_dlc20_chs_inf_chaos_marauders_mkho_dualweapons,Marauders of Khorne (Dual Weapons),318,potential_relationships_only
wh3_dlc20_chs_inf_chaos_marauders_mnur,Marauders of Nurgle,307,potential_relationships_only
wh3_dlc20_chs_inf_chaos_marauders_mnur_greatweapons,Marauders of Nurgle (Great Weapons),325,potential_relationships_only
wh3_dlc20_chs_inf_chaos_marauders_msla,Marauders of Slaanesh,285,potential_relationships_only
wh3_dlc20_chs_inf_chaos_marauders_msla_hellscourges,Marauders of Slaanesh (Hellscourges),294,potential_relationships_only
wh3_dlc20_chs_inf_chaos_marauders_mtze,Marauders of Tzeentch,285,potential_relationships_only
wh3_dlc20_chs_inf_chaos_marauders_mtze_spears,Marauders of Tzeentch (Spears),297,potential_relationships_only
wh3_dlc20_chs_inf_chaos_warriors_mnur,Chaos Warriors of Nurgle,308,potential_relationships_only
wh3_dlc20_chs_inf_chaos_warriors_mnur_greatweapons,Chaos Warriors of Nurgle (Great Weapons),326,potential_relationships_only
wh3_dlc20_chs_inf_chaos_warriors_msla,Chaos Warriors of Slaanesh,316,potential_relationships_only
wh3_dlc20_chs_inf_chaos_warriors_msla_hellscourges,Chaos Warriors of Slaanesh (Hellscourges),327,potential_relationships_only
wh3_dlc20_chs_inf_chaos_warriors_mtze,Chaos Warriors of Tzeentch,284,potential_relationships_only
wh3_dlc20_chs_inf_chaos_warriors_mtze_halberds,Chaos Warriors of Tzeentch (Halberds),296,potential_relationships_only
wh3_dlc20_chs_inf_chosen_mkho,Chosen of Khorne,292,potential_relationships_only
wh3_dlc20_chs_inf_chosen_mkho_dualweapons,Chosen of Khorne (Dual Weapons),304,potential_relationships_only
wh3_dlc20_chs_inf_chosen_mnur,Chosen of Nurgle,302,potential_relationships_only
wh3_dlc20_chs_inf_chosen_mnur_greatweapons,Chosen of Nurgle (Great Weapons),321,potential_relationships_only
wh3_dlc20_chs_inf_chosen_msla,Chosen of Slaanesh,302,potential_relationships_only
wh3_dlc20_chs_inf_chosen_msla_hellscourges,Chosen of Slaanesh (Hellscourges),314,potential_relationships_only
wh3_dlc20_chs_inf_chosen_mtze,Chosen of Tzeentch,274,potential_relationships_only
wh3_dlc20_chs_inf_chosen_mtze_halberds,Chosen of Tzeentch (Halberds),287,potential_relationships_only
wh3_dlc20_chs_inf_forsaken_mkho,Forsaken of Khorne,288,potential_relationships_only
wh3_dlc20_chs_inf_forsaken_msla,Forsaken of Slaanesh,299,potential_relationships_only
wh3_dlc20_chs_mon_giant_mnur_ror,Bilious Thunderguff (Chaos Giant),272,potential_relationships_only
wh3_dlc20_chs_mon_warshrine,Chaos Warshrine,246,potential_relationships_only
wh3_dlc20_chs_mon_warshrine_mkho,Chaos Warshrine of Khorne,274,potential_relationships_only
wh3_dlc20_chs_mon_warshrine_mnur,Chaos Warshrine of Nurgle,283,potential_relationships_only
wh3_dlc20_chs_mon_warshrine_msla,Chaos Warshrine of Slaanesh,286,potential_relationships_only
wh3_dlc20_chs_mon_warshrine_mtze,Chaos Warshrine of Tzeentch,259,potential_relationships_only
wh3_dlc20_kho_cav_skullcrushers_mkho_ror,Knights of the Brazen Throne (Skullcrushers of Khorne),306,potential_relationships_only
wh3_dlc20_kho_cha_cultist_mkho_warshrine,Cultist of Khorne,285,potential_relationships_only
wh3_dlc20_kho_cha_valkia,Valkia the Bloody,278,potential_relationships_only
wh3_dlc20_nur_cha_cultist_mnur_warshrine,Cultist of Nurgle,284,potential_relationships_only
wh3_dlc20_nur_cha_festus,Festus the Leechlord,264,potential_relationships_only
wh3_dlc20_sla_cha_azazel,Azazel,282,potential_relationships_only
wh3_dlc20_tze_cha_cultist_mtze_warshrine,Cultist of Tzeentch,272,potential_relationships_only
wh3_dlc20_tze_cha_vilitch,Vilitch the Curseling,264,potential_relationships_only
wh3_dlc23_chd_cav_bull_centaurs_axe,Bull Centaur Renders,270,potential_relationships_only
wh3_dlc23_chd_cav_bull_centaurs_dual_axe,Bull Centaur Renders (Dual Axes),270,potential_relationships_only
wh3_dlc23_chd_cav_bull_centaurs_dual_axe_ror,Hashut's Dark Ravagers (Bull Centaur Renders – Dual Axes),278,potential_relationships_only
wh3_dlc23_chd_cav_bull_centaurs_greatweapons,Bull Centaur Renders (Great Weapons),270,potential_relationships_only
wh3_dlc23_chd_cav_hobgoblin_wolf_raiders_bows,Hobgoblin Wolf Raiders (Bows),281,potential_relationships_only
wh3_dlc23_chd_cav_hobgoblin_wolf_raiders_ror,Oglah Khan's Wolfboyz,294,potential_relationships_only
wh3_dlc23_chd_cav_hobgoblin_wolf_raiders_spears,Hobgoblin Wolf Raiders (Spears),275,potential_relationships_only
wh3_dlc23_chd_cha_astragoth_ironhand,Astragoth Ironhand,263,potential_relationships_only
wh3_dlc23_chd_cha_bull_centaur_taurruk,Bull Centaur Taur'ruk,270,potential_relationships_only
wh3_dlc23_chd_cha_convoy_overseer,Overseer,262,potential_relationships_only
wh3_dlc23_chd_cha_daemonsmith_sorcerer_death,Daemonsmith Sorcerer (Death),264,potential_relationships_only
wh3_dlc23_chd_cha_daemonsmith_sorcerer_death_bale_taurus,Daemonsmith Sorcerer (Death),274,potential_relationships_only
wh3_dlc23_chd_cha_daemonsmith_sorcerer_death_great_taurus,Daemonsmith Sorcerer (Death),273,potential_relationships_only
wh3_dlc23_chd_cha_daemonsmith_sorcerer_death_lammasu,Daemonsmith Sorcerer (Death),274,potential_relationships_only
wh3_dlc23_chd_cha_daemonsmith_sorcerer_fire,Daemonsmith Sorcerer (Fire),264,potential_relationships_only
wh3_dlc23_chd_cha_daemonsmith_sorcerer_fire_bale_taurus,Daemonsmith Sorcerer (Fire),274,potential_relationships_only
wh3_dlc23_chd_cha_daemonsmith_sorcerer_fire_great_taurus,Daemonsmith Sorcerer (Fire),273,potential_relationships_only
wh3_dlc23_chd_cha_daemonsmith_sorcerer_fire_lammasu,Daemonsmith Sorcerer (Fire),274,potential_relationships_only
wh3_dlc23_chd_cha_daemonsmith_sorcerer_hashut,Daemonsmith Sorcerer (Hashut),266,potential_relationships_only
wh3_dlc23_chd_cha_daemonsmith_sorcerer_hashut_bale_taurus,Daemonsmith Sorcerer (Hashut),274,potential_relationships_only
wh3_dlc23_chd_cha_daemonsmith_sorcerer_hashut_great_taurus,Daemonsmith Sorcerer (Hashut),273,potential_relationships_only
wh3_dlc23_chd_cha_daemonsmith_sorcerer_hashut_lammasu,Daemonsmith Sorcerer (Hashut),274,potential_relationships_only
wh3_dlc23_chd_cha_daemonsmith_sorcerer_metal,Daemonsmith Sorcerer (Metal),264,potential_relationships_only
wh3_dlc23_chd_cha_daemonsmith_sorcerer_metal_bale_taurus,Daemonsmith Sorcerer (Metal),274,potential_relationships_only
wh3_dlc23_chd_cha_daemonsmith_sorcerer_metal_great_taurus,Daemonsmith Sorcerer (Metal),273,potential_relationships_only
wh3_dlc23_chd_cha_daemonsmith_sorcerer_metal_lammasu,Daemonsmith Sorcerer (Metal),274,potential_relationships_only
wh3_dlc23_chd_cha_drazhoath_the_ashen,Drazhoath the Ashen,262,potential_relationships_only
wh3_dlc23_chd_cha_drazhoath_the_ashen_bale_taurus_cinderbreath,Drazhoath the Ashen,272,potential_relationships_only
wh3_dlc23_chd_cha_gorduz_backstabber,Gorduz Backstabber,267,potential_relationships_only
wh3_dlc23_chd_cha_gorduz_backstabber_giant_wolf,Gorduz Backstabber,267,potential_relationships_only
wh3_dlc23_chd_cha_infernal_castellan,Infernal Castellan,271,potential_relationships_only
wh3_dlc23_chd_cha_overseer,Overseer,263,potential_relationships_only
wh3_dlc23_chd_cha_overseer_great_taurus,Overseer,271,potential_relationships_only
wh3_dlc23_chd_cha_overseer_lammasu,Overseer,272,potential_relationships_only
wh3_dlc23_chd_cha_sorcerer_prophet_death,Sorcerer-Prophet (Death),262,potential_relationships_only
wh3_dlc23_chd_cha_sorcerer_prophet_death_bale_taurus,Sorcerer-Prophet (Death),272,potential_relationships_only
