game,patch,projectile_key,category,shot_type,projectile_number,effective_range,minimum_range,muzzle_velocity,marksmanship_bonus,spread,base_damage,ap_damage,base_reload_time,calibration_distance,calibration_area,bonus_vs_infantry,bonus_vs_large,burst_size,burst_shot_delay,shots_per_volley,collision_radius,mass,gravity,ignition_amount,is_magical,can_target_airborne,can_damage_allies,can_damage_buildings,building_damage_multiplier,projectile_penetration,penetration_entity_size_cap,max_penetration,expiry_range,expire_on_impact,can_bounce,can_roll,homing_params,scaling_damage,contact_stat_effect,explosion_key,shrapnel_key,is_spell
warhammer_3,8.1.1,wh2_dlc17_lzd_blowpipe_chamelon_stalkers_fireblood_blessed,arrow,small_arm_default,1,50,0,56,20,0,20,10,6,50,3,0,0,1,0,1,0.1,1,-1,1,false,true,true,false,0.25,low,small,2,140,false,false,false,,,wh2_dlc12_unit_contact_sundered_armour,wh2_dlc17_lzd_blowpipe_chameleon_stalkers_explosion_blessed,,false
warhammer_3,8.1.1,wh2_dlc17_lzd_blowpipe_chamelon_stalkers_slow_death,arrow,small_arm_default,1,50,0,56,20,0,9,3,6,50,3,0,0,1,0,1,0.1,1,-1,1,false,true,true,false,0.25,low,small,2,140,false,false,false,,wh2_dlc17_lzd_slow_death,wh2_dlc17_unit_contact_slow_death,wh2_dlc17_lzd_blowpipe_chameleon_stalkers_explosion,,false
warhammer_3,8.1.1,wh2_dlc17_lzd_blowpipe_chamelon_stalkers_slow_death_blessed,arrow,small_arm_default,1,50,0,56,20,0,20,10,6,50,3,0,0,1,0,1,0.1,1,-1,1,false,true,true,false,0.25,low,small,2,140,false,false,false,,wh2_dlc17_lzd_slow_death,wh2_dlc17_unit_contact_slow_death,wh2_dlc17_lzd_blowpipe_chameleon_stalkers_explosion_blessed,,false
warhammer_3,8.1.1,wh2_dlc17_lzd_blowpipe_chamelon_stalkers_toadskin,arrow,small_arm_default,1,50,0,56,20,0,9,3,6,50,3,10,0,1,0,1,0.1,1,-1,1,false,true,true,false,0.25,low,small,2,140,false,false,false,,,wh_dlc06_unit_contact_discouraged,wh2_dlc17_lzd_blowpipe_chameleon_stalkers_explosion,,false
warhammer_3,8.1.1,wh2_dlc17_lzd_blowpipe_chamelon_stalkers_toadskin_blessed,arrow,small_arm_default,1,50,0,56,20,0,20,10,6,50,3,10,0,1,0,1,0.1,1,-1,1,false,true,true,false,0.25,low,small,2,140,false,false,false,,,wh_dlc06_unit_contact_discouraged,wh2_dlc17_lzd_blowpipe_chameleon_stalkers_explosion_blessed,,false
warhammer_3,8.1.1,wh2_dlc17_lzd_troglodon_spit,artillery,artillery_default,1,120,5,80,25,0,100,320,8,100,0.5,0,150,1,0,1,0.5,10,-1,0,false,true,true,false,1.5,low,small,2,200,false,false,false,,,wh_main_unit_contact_poison,wh2_dlc17_lzd_troglodon_spit,,false
warhammer_3,8.1.1,wh2_dlc17_nor_javelin_anti_large,javelin,small_arm_default,1,80,0,46,10,0,15,7,9,50,2.3,0,15,1,0,1,0.1,1,-1,0,false,true,true,false,0.25,low,small,2,140,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_dlc17_nor_javelin_heavy_anti_large,javelin,small_arm_default,1,90,0,46,10,0,18,8,8,55,2.3,0,25,1,0,1,0.1,3,-1,0,false,true,true,false,0.25,low,small,2,150,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_main_def_crossbow_bolt,arrow,small_arm_default,2,125,0,45,10,1.65,3,11,14,90,3.4,0,0,1,0,1,0.1,5,-1,0,false,true,true,false,0.25,very_low,very_small,0,300,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_main_def_crossbow_bolt_chariot,arrow,small_arm_default,2,125,0,45,30,1.7,8,24,7,85,2.6,0,0,1,0,2,0.1,5,-1,0,false,true,true,false,0.25,very_low,very_small,0,300,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_main_def_crossbow_bolt_dreadlord,arrow,small_arm_default,2,125,0,60,70,1.65,40,140,12,100,0.5,0,0,1,0,1,0.1,5,-1,0,false,true,true,false,0.25,medium,medium,5,300,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_main_def_crossbow_bolt_horse,arrow,small_arm_default,2,115,0,45,10,1.75,3,11,14,85,4,0,0,1,0,1,0.1,5,-1,0,false,true,true,false,0.25,very_low,very_small,0,300,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_main_def_crossbow_bolt_pegasus_ror_0,arrow,small_arm_default,2,115,0,45,30,1.75,6,22,14,85,4,0,0,1,0,1,0.1,5,-1,0,false,true,true,false,0.25,very_low,very_small,0,300,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_main_def_crossbow_bolt_ror_0,arrow,small_arm_default,2,145,0,45,10,1,3,11,14,90,3.4,0,0,1,0,1,0.1,5,-1,0,false,true,true,false,0.25,very_low,very_small,0,300,false,false,false,,,wh2_dlc09_unit_contact_shieldbreaker,,,false
warhammer_3,8.1.1,wh2_main_def_crossbow_bolt_shades,arrow,small_arm_default,2,130,0,48,20,1.65,3,12,10,95,3.4,0,0,1,0,1,0.1,5,-1,0,false,true,true,false,0.25,very_low,very_small,0,300,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_main_def_handbow_bolt,arrow,small_arm_default,2,70,0,45,10,2.8,9,3,12,40,4,0,0,1,0,1,0.1,5,-1,0,false,true,true,false,0.25,very_low,very_small,0,170,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_main_def_handbow_bolt_khainite_assassin,arrow,small_arm_default,2,70,0,55,70,2,140,40,5,50,0.8,0,0,1,0,1,0.1,5,-1,0,false,true,true,false,0.25,very_low,very_small,0,170,false,false,false,,,wh_main_unit_contact_poison,,,false
warhammer_3,8.1.1,wh2_main_def_reaper_bolt_thrower_bolt,artillery,artillery_default,1,350,8,80,40,0,30,120,11,275,4,0,50,1,0,1,0.1,50,-1,0,false,true,true,true,1.5,large_2,large,2,700,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_main_def_reaper_bolt_thrower_bolt_spread,artillery,artillery_canister,16,350,8,68,10,3.5,3,8,11,275,15,11,0,1,0,1,0.1,13,-1,0,false,true,true,true,1.5,medium,medium,5,700,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_main_hef_bow_arrow_mounted,arrow,small_arm_default,1,140,0,45,10,0,16,3,11,85,3.4,0,0,1,0,1,0.1,3,-1,0,false,true,true,false,0.25,very_low,very_small,0,300,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_main_hef_eagle_claw_bolt,artillery,artillery_default,1,380,8,80,40,0,30,120,12,275,4,0,50,1,0,1,0.1,50,-1,0,false,true,true,true,1.5,large_2,large,2,700,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_main_hef_eagle_claw_bolt_spread,artillery,artillery_canister,16,380,8,68,10,3.5,3,8,12,275,15,11,0,1,0,1,0.1,13,-1,0,false,true,true,true,1.5,medium,medium,5,700,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_main_hef_longbow_arrow,arrow,small_arm_default,1,180,0,45,10,0,16,3,11,140,5.7,0,0,1,0,1,0.1,3,-1,0,false,true,true,false,0.25,very_low,very_small,0,300,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_main_hef_reaver_bow_arrow_tiranoc_chariot,arrow,small_arm_default,1,165,0,50,20,0,18,11,7,120,4,0,0,1,0,3,0.1,3,-1,0,true,true,true,false,0.25,very_low,very_small,0,300,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_main_hef_sea_guard_arrow,arrow,small_arm_default,1,165,0,45,10,0,15,4,11,120,5.3,0,0,1,0,1,0.1,3,-1,0,false,true,true,false,0.25,very_low,very_small,0,300,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_main_lzd_bastiladon_solar_engine,artillery,artillery_default,1,240,10,110,30,0,252,108,16,200,3,0,0,1,0,1,0.3,100,-1,1,true,true,true,true,1.5,large_2,large,2,-1,false,false,false,,,wh_dlc06_unit_contact_blinded,wh2_main_lzd_bastiladon_solar_engine,,false
warhammer_3,8.1.1,wh2_main_lzd_bastiladon_solar_engine_blessed,artillery,artillery_default,1,240,10,110,30,0,301,129,16,200,3,0,0,1,0,1,0.3,100,-1,1,true,true,true,true,1.5,large_2,large,2,-1,false,false,false,,,wh_dlc06_unit_contact_blinded,wh2_main_lzd_bastiladon_solar_engine,,false
warhammer_3,8.1.1,wh2_main_lzd_blowpipe,arrow,small_arm_default,1,70,0,54,10,0,6,2,6,45,3.6,0,0,1,0,1,0.1,1,-1,0,false,true,true,false,0.25,low,small,2,140,false,false,false,,,wh_main_unit_contact_poison,,,false
warhammer_3,8.1.1,wh2_main_lzd_blowpipe_chamelon_skinks,arrow,small_arm_default,1,80,0,56,20,0,9,3,6,45,3,0,0,1,0,1,0.1,1,-1,0,false,true,true,false,0.25,low,small,2,140,false,false,false,,,wh_main_unit_contact_poison,,,false
warhammer_3,8.1.1,wh2_main_lzd_blowpipe_chamelon_skinks_blessed,arrow,small_arm_default,1,95,0,56,20,0,9,4,6,55,3,0,0,1,0,1,0.1,1,-1,0,false,true,true,false,0.25,low,small,2,140,false,false,false,,,wh_main_unit_contact_poison,,,false
warhammer_3,8.1.1,wh2_main_lzd_blowpipe_chamelon_skinks_daemonbane,arrow,small_arm_default,1,80,0,56,20,0,9,3,6,45,3,0,6,1,0,1,0.1,1,-1,0,true,true,true,false,0.25,low,small,2,140,false,false,false,homing_strong_smallarms,,,,,false
warhammer_3,8.1.1,wh2_main_lzd_blowpipe_chamelon_skinks_daemonbane_blessed,arrow,small_arm_default,1,95,0,56,20,0,9,4,6,55,3,0,6,1,0,1,0.1,1,-1,0,true,true,true,false,0.25,low,small,2,140,false,false,false,homing_strong_smallarms,,,,,false
warhammer_3,8.1.1,wh2_main_lzd_blowpipe_chamelon_skinks_fireblood,arrow,small_arm_default,1,80,0,56,20,0,9,3,6,45,3,0,0,1,0,1,0.1,1,-1,1,false,true,true,false,0.25,low,small,2,140,false,false,false,,,wh2_dlc12_unit_contact_sundered_armour,wh2_dlc17_lzd_fireblood_explosion,,false
warhammer_3,8.1.1,wh2_main_lzd_blowpipe_chamelon_skinks_fireblood_blessed,arrow,small_arm_default,1,95,0,56,20,0,9,4,6,55,3,0,0,1,0,1,0.1,1,-1,1,false,true,true,false,0.25,low,small,2,140,false,false,false,,,wh2_dlc12_unit_contact_sundered_armour,wh2_dlc17_lzd_fireblood_explosion,,false
warhammer_3,8.1.1,wh2_main_lzd_blowpipe_chamelon_skinks_slow_death,arrow,small_arm_default,1,80,0,56,20,0,9,3,6,45,3,0,0,1,0,1,0.1,1,-1,0,false,true,true,false,0.25,low,small,2,140,false,false,false,,wh2_dlc17_lzd_slow_death,wh2_dlc17_unit_contact_slow_death,,,false
warhammer_3,8.1.1,wh2_main_lzd_blowpipe_chamelon_skinks_slow_death_blessed,arrow,small_arm_default,1,95,0,56,20,0,9,4,6,55,3,0,0,1,0,1,0.1,1,-1,0,false,true,true,false,0.25,low,small,2,140,false,false,false,,wh2_dlc17_lzd_slow_death,wh2_dlc17_unit_contact_slow_death,,,false
warhammer_3,8.1.1,wh2_main_lzd_blowpipe_chamelon_skinks_toadskin,arrow,small_arm_default,1,80,0,56,20,0,9,3,6,45,3,5,0,1,0,1,0.1,1,-1,0,false,true,true,false,0.25,low,small,2,140,false,false,false,,,wh_dlc06_unit_contact_discouraged,,,false
warhammer_3,8.1.1,wh2_main_lzd_blowpipe_chamelon_skinks_toadskin_blessed,arrow,small_arm_default,1,95,0,56,20,0,9,4,6,55,3,5,0,1,0,1,0.1,1,-1,0,false,true,true,false,0.25,low,small,2,140,false,false,false,,,wh_dlc06_unit_contact_discouraged,,,false
warhammer_3,8.1.1,wh2_main_lzd_blowpipe_daemonbane,arrow,small_arm_default,1,70,0,54,10,0,6,2,6,45,3.6,0,5,1,0,1,0.1,1,-1,0,true,true,true,false,0.25,low,small,2,140,false,false,false,homing_strong_smallarms,,,,,false
warhammer_3,8.1.1,wh2_main_lzd_blowpipe_fireblood,arrow,small_arm_default,1,70,0,54,10,0,6,2,6,45,3.6,0,0,1,0,1,0.1,1,-1,1,false,true,true,false,0.25,low,small,2,140,false,false,false,,,wh2_dlc12_unit_contact_sundered_armour,wh2_dlc17_lzd_fireblood_explosion,,false
warhammer_3,8.1.1,wh2_main_lzd_blowpipe_skink_chief,arrow,small_arm_default,1,100,0,60,100,0,115,35,4,75,1,0,0,1,0,1,0.1,1,-1,0,false,true,true,false,0.25,low,small,2,140,false,false,false,,,wh_main_unit_contact_poison,,,false
warhammer_3,8.1.1,wh2_main_lzd_blowpipe_skink_chief_daemonbane,arrow,small_arm_default,1,100,0,60,100,0,115,35,4,75,1,0,35,1,0,1,0.1,1,-1,0,true,true,true,false,0.25,low,small,2,140,false,false,false,homing_strong_smallarms,,,,,false
warhammer_3,8.1.1,wh2_main_lzd_blowpipe_skink_chief_fireblood,arrow,small_arm_default,1,100,0,60,100,0,115,35,4,75,1,0,0,1,0,1,0.1,1,-1,1,false,true,true,false,0.25,low,small,2,140,false,false,false,,,wh2_dlc12_unit_contact_sundered_armour,wh2_dlc17_lzd_blowpipe_chameleon_stalkers_explosion,,false
warhammer_3,8.1.1,wh2_main_lzd_blowpipe_skink_chief_slow_death,arrow,small_arm_default,1,100,0,60,100,0,115,35,4,75,1,0,0,1,0,1,0.1,1,-1,0,false,true,true,false,0.25,low,small,2,140,false,false,false,,wh2_dlc17_lzd_slow_death,wh2_dlc17_unit_contact_slow_death,,,false
warhammer_3,8.1.1,wh2_main_lzd_blowpipe_skink_chief_toadskin,arrow,small_arm_default,1,100,0,60,100,0,115,35,4,75,1,40,0,1,0,1,0.1,1,-1,0,false,true,true,false,0.25,low,small,2,140,false,false,false,,,wh_dlc06_unit_contact_discouraged,,,false
warhammer_3,8.1.1,wh2_main_lzd_blowpipe_slow_death,arrow,small_arm_default,1,70,0,54,10,0,6,2,6,45,3.6,0,0,1,0,1,0.1,1,-1,0,false,true,true,false,0.25,low,small,2,140,false,false,false,,wh2_dlc17_lzd_slow_death,wh2_dlc17_unit_contact_slow_death,,,false
warhammer_3,8.1.1,wh2_main_lzd_blowpipe_toadskin,arrow,small_arm_default,1,70,0,54,10,0,6,2,6,45,3.6,6,0,1,0,1,0.1,1,-1,0,false,true,true,false,0.25,low,small,2,140,false,false,false,,,wh_dlc06_unit_contact_discouraged,,,false
warhammer_3,8.1.1,wh2_main_lzd_fireleech_bolas_terradon,javelin,small_arm_default,1,80,0,24,10,0,11,4,8,45,6,0,0,1,0,1,0.1,10,5,1,false,true,true,false,0.25,low,small,2,140,false,false,false,,,,wh2_main_unit_lzd_terradon_fireleech_bola_explosion,,false
warhammer_3,8.1.1,wh2_main_lzd_javelin,javelin,small_arm_default,1,80,0,40,10,0,12,4,10,50,2.9,0,0,1,0,1,0.1,5,-1,0,false,true,true,false,0.25,low,small,2,140,false,false,false,,,wh_main_unit_contact_poison,,,false
warhammer_3,8.1.1,wh2_main_lzd_javelin_blessed,javelin,small_arm_default,1,80,0,60,10,0,0,16,10,50,2.9,0,0,1,0,1,0.1,10,-1,0,false,true,true,false,0.25,low,small,2,140,false,false,false,,,wh_dlc06_unit_contact_sundered_armour,,,false
warhammer_3,8.1.1,wh2_main_lzd_javelin_daemonbane,javelin,small_arm_default,1,80,0,40,10,0,12,4,10,50,2.9,0,8,1,0,1,0.1,5,-1,0,true,true,true,false,0.25,low,small,2,140,false,false,false,homing_strong_smallarms,,,,,false
warhammer_3,8.1.1,wh2_main_lzd_javelin_daemonbane_blessed,javelin,small_arm_default,1,80,0,60,10,0,0,16,10,50,2.9,0,8,1,0,1,0.1,10,-1,0,true,true,true,false,0.25,low,small,2,140,false,false,false,homing_strong_smallarms,,,,,false
warhammer_3,8.1.1,wh2_main_lzd_javelin_fireblood,javelin,small_arm_default,1,80,0,40,10,0,12,4,10,50,2.9,0,0,1,0,1,0.1,5,-1,1,false,true,true,false,0.25,low,small,2,140,false,false,false,,,wh2_dlc12_unit_contact_sundered_armour,wh2_dlc17_lzd_fireblood_explosion,,false
warhammer_3,8.1.1,wh2_main_lzd_javelin_fireblood_blessed,javelin,small_arm_default,1,80,0,60,10,0,0,16,10,50,2.9,0,0,1,0,1,0.1,10,-1,1,false,true,true,false,0.25,low,small,2,140,false,false,false,,,wh2_dlc12_unit_contact_sundered_armour,wh2_dlc17_lzd_fireblood_explosion,,false
warhammer_3,8.1.1,wh2_main_lzd_javelin_slow_death,javelin,small_arm_default,1,80,0,40,10,0,12,4,10,50,2.9,0,0,1,0,1,0.1,5,-1,0,false,true,true,false,0.25,low,small,2,140,false,false,false,,wh2_dlc17_lzd_slow_death,wh2_dlc17_unit_contact_slow_death,,,false
warhammer_3,8.1.1,wh2_main_lzd_javelin_slow_death_blessed,javelin,small_arm_default,1,80,0,60,10,0,0,16,10,50,2.9,0,0,1,0,1,0.1,10,-1,0,false,true,true,false,0.25,low,small,2,140,false,false,false,,wh2_dlc17_lzd_slow_death,wh2_dlc17_unit_contact_slow_death,,,false
warhammer_3,8.1.1,wh2_main_lzd_javelin_terradon,javelin,small_arm_default,1,90,0,45,10,0,27,13,6,50,2.9,0,0,1,0,1,0.1,5,-1,0,false,true,true,false,0.25,low,small,2,140,false,false,false,,,wh_main_unit_contact_poison,,,false
warhammer_3,8.1.1,wh2_main_lzd_javelin_terradon_daemonbane,javelin,small_arm_default,1,90,0,45,10,0,27,13,6,50,2.9,0,15,1,0,1,0.1,5,-1,0,true,true,true,false,0.25,low,small,2,140,false,false,false,homing_strong_smallarms,,,,,false
warhammer_3,8.1.1,wh2_main_lzd_javelin_terradon_fireblood,javelin,small_arm_default,1,90,0,45,10,0,27,13,6,50,2.9,0,0,1,0,1,0.1,5,-1,1,false,true,true,false,0.25,low,small,2,140,false,false,false,,,wh2_dlc12_unit_contact_sundered_armour,wh2_dlc17_lzd_fireblood_explosion,,false
warhammer_3,8.1.1,wh2_main_lzd_javelin_terradon_slow_death,javelin,small_arm_default,1,90,0,45,10,0,27,13,6,50,2.9,0,0,1,0,1,0.1,5,-1,0,false,true,true,false,0.25,low,small,2,140,false,false,false,,wh2_dlc17_lzd_slow_death,wh2_dlc17_unit_contact_slow_death,,,false
warhammer_3,8.1.1,wh2_main_lzd_javelin_terradon_toadskin,javelin,small_arm_default,1,90,0,45,10,0,27,13,6,50,2.9,15,0,1,0,1,0.1,5,-1,0,false,true,true,false,0.25,low,small,2,140,false,false,false,,,wh_dlc06_unit_contact_discouraged,,,false
warhammer_3,8.1.1,wh2_main_lzd_javelin_toadskin,javelin,small_arm_default,1,80,0,40,10,0,12,4,10,50,2.9,8,0,1,0,1,0.1,5,-1,0,false,true,true,false,0.25,low,small,2,140,false,false,false,,,wh_dlc06_unit_contact_discouraged,,,false
warhammer_3,8.1.1,wh2_main_lzd_javelin_toadskin_blessed,javelin,small_arm_default,1,80,0,60,10,0,0,16,10,50,2.9,8,0,1,0,1,0.1,10,-1,0,false,true,true,false,0.25,low,small,2,140,false,false,false,,,wh_dlc06_unit_contact_discouraged,,,false
warhammer_3,8.1.1,wh2_main_lzd_mon_stegadon_crossbow,artillery,artillery_default,1,360,10,95,20,0,125,350,12,275,9,0,50,1,0,1,0.1,50,-1,0,false,true,true,true,1.5,very_high,very_large,20,600,false,true,false,,,wh_main_unit_contact_poison,,,false
warhammer_3,8.1.1,wh2_main_lzd_mon_stegadon_crossbow_blessed,artillery,artillery_default,1,400,10,95,20,0,125,350,12,300,9,0,50,1,0,1,0.1,50,-1,0,false,true,true,true,1.5,very_high,very_large,20,600,false,true,false,,,wh_main_unit_contact_poison,,,false
warhammer_3,8.1.1,wh2_main_lzd_mon_stegadon_giant_blowpipe,misc,small_arm_default,1,115,12,65,25,0,41,14,8,90,15,0,0,1,0,8,0.1,10,-1,0,false,true,true,false,1.25,low,small,2,230,false,false,false,,,wh_main_unit_contact_poison,,,false
warhammer_3,8.1.1,wh2_main_lzd_mon_stegadon_giant_blowpipe_blessed,misc,small_arm_default,1,115,12,65,25,0,41,14,8,90,15,0,0,1,0,8,0.1,10,-1,0,false,true,true,false,1.25,low,small,2,230,false,false,false,,,wh2_dlc17_unit_contact_slow_death,,,false
warhammer_3,8.1.1,wh2_main_skv_death_globe,artillery,artillery_default,1,85,4,30,10,0,6,16,10,60,8,0,0,1,0,1,0.1,10,6.5,0,true,true,true,false,1.5,very_low,very_small,0,120,true,false,false,,,,wh2_main_skv_death_globe,,false
warhammer_3,8.1.1,wh2_main_skv_plagueclaw,artillery,artillery_default,1,400,35,67,10,0,45,105,18,600,150,0,0,1,0,1,0.2,50,-1,0,true,true,true,true,1.5,high,large,10,700,false,false,false,,,wh2_main_unit_contact_plague_monk_censer_morale,wh2_main_skv_plagueclaw,,false
warhammer_3,8.1.1,wh2_main_skv_poison_wind_globe,artillery,artillery_default,1,85,4,30,10,0,4,12,12,60,8,0,0,1,0,1,0.1,10,6.5,0,true,true,true,false,1.5,very_low,very_small,0,120,true,false,false,,,wh2_dlc14_unit_contact_poisoned_wind,wh2_main_skv_poison_wind_globe,,false
warhammer_3,8.1.1,wh2_main_skv_sling,sling,small_arm_default,1,120,0,50,10,0,7,1,9,85,4.8,0,0,1,0,1,0.1,1,-1,0,false,true,true,false,0.25,very_low,very_small,0,300,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_main_skv_sling_gutter_runners,sling,small_arm_default,1,140,0,50,15,0,12,2,8,85,3.8,0,0,1,0,1,0.1,1,-1,0,false,true,true,false,0.25,very_low,very_small,0,300,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_main_skv_sling_gutter_runners_alt,sling,small_arm_default,1,140,0,50,15,0,3,11,8,85,3.8,0,0,1,0,1,0.1,1,-1,0,false,true,true,false,0.25,very_low,very_small,0,300,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_main_skv_sling_gutter_runners_poison,sling,small_arm_default,1,140,0,50,15,0,12,2,8,85,3.8,0,0,1,0,1,0.1,1,-1,0,false,true,true,false,0.25,very_low,very_small,0,300,false,false,false,,,wh_main_unit_contact_poison,,,false
warhammer_3,8.1.1,wh2_main_skv_sling_gutter_runners_poison_alt,sling,small_arm_default,1,140,0,50,15,0,3,11,8,85,3.8,0,0,1,0,1,0.1,1,-1,0,false,true,true,false,0.25,very_low,very_small,0,300,false,false,false,,,wh_main_unit_contact_poison,,,false
warhammer_3,8.1.1,wh2_main_skv_sling_night_runners,sling,small_arm_default,1,140,0,50,15,0,10,1,8,85,4,0,0,1,0,1,0.1,1,-1,0,false,true,true,false,0.25,very_low,very_small,0,300,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_main_skv_sling_night_runners_alt,sling,small_arm_default,1,140,0,50,15,0,2,9,8,85,4,0,0,1,0,1,0.1,1,-1,0,false,true,true,false,0.25,very_low,very_small,0,300,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_main_skv_throwing_star,musket,small_arm_default,1,70,0,48,10,0,10,2,7,40,1.8,0,0,1,0,1,0.1,1,-1,0,false,true,true,false,0.5,very_low,very_small,0,200,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_main_skv_throwing_star_gutter_runners,musket,small_arm_default,1,70,0,48,10,0,11,3,7,50,1.8,0,0,1,0,1,0.1,1,-1,0,false,true,true,false,0.5,very_low,very_small,0,200,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_main_skv_throwing_star_gutter_runners_alt,musket,small_arm_default,1,70,0,48,10,0,3,11,7,50,1.8,0,0,1,0,1,0.1,1,-1,0,false,true,true,false,0.5,very_low,very_small,0,200,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_main_skv_throwing_star_gutter_runners_poison,musket,small_arm_default,1,70,0,48,10,0,11,3,7,50,1.8,0,0,1,0,1,0.1,1,-1,0,false,true,true,false,0.5,very_low,very_small,0,200,false,false,false,,,wh_main_unit_contact_poison,,,false
warhammer_3,8.1.1,wh2_main_skv_throwing_star_gutter_runners_poison_alt,musket,small_arm_default,1,70,0,48,10,0,3,11,7,50,1.8,0,0,1,0,1,0.1,1,-1,0,false,true,true,false,0.5,very_low,very_small,0,200,false,false,false,,,wh_main_unit_contact_poison,,,false
warhammer_3,8.1.1,wh2_main_skv_throwing_stars_alt,musket,small_arm_default,1,70,0,48,10,0,2,10,7,40,1.8,0,0,1,0,1,0.1,1,-1,0,false,true,true,false,0.5,very_low,very_small,0,200,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_main_skv_warp_lightning,artillery,artillery_default,1,430,10,110,30,0,80,260,21,350,9,0,70,1,0,1,0.1,300,6,0,true,true,true,true,1.5,very_high_low_entity,very_large,9,600,false,false,false,,,,wh2_main_skv_warp_lightning,,false
warhammer_3,8.1.1,wh2_main_skv_warpfire,musket,artillery_flammable,1,80,0,30,10,0,8,3,13,40,1.7,0,0,4,0.35,1,1,40,3,1,true,true,true,false,0.5,low,small,2,85,true,false,false,,,wh_main_unit_contact_morale,wh2_main_skv_warpfire,,false
warhammer_3,8.1.1,wh2_nor_throwing_axe,axe,small_arm_default,1,80,0,32,10,0,6,22,8,40,2,0,0,1,0,1,0.12,8,-1,0,false,true,true,false,0.5,low,small,2,140,false,false,false,,,wh2_dlc09_unit_contact_shieldbreaker,,,false
warhammer_3,8.1.1,wh2_tmb_skeleton_arrow,arrow,small_arm_default,1,140,0,45,10,0,10,1,8,110,4.6,0,0,1,0,1,0.1,3,-1,0,false,true,true,false,0.25,very_low,very_small,0,300,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_tmb_skeleton_arrow_chariot,arrow,small_arm_default,1,140,0,50,20,0,29,16,6,120,4,0,0,1,0,1,0.1,3,-1,0,false,true,true,false,0.25,very_low,very_small,0,300,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_tmb_skeleton_arrow_mounted,arrow,small_arm_default,1,140,0,45,10,0,14,3,11,85,3.4,0,0,1,0,1,0.1,3,-1,0,false,true,true,false,0.25,very_low,very_small,0,250,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_tmb_skeleton_arrow_ror,arrow,small_arm_default,1,160,0,45,30,0,10,1,8,110,3.5,0,0,1,0,1,0.1,3,-1,0,false,true,true,false,0.25,very_low,very_small,0,300,false,false,false,,,wh_dlc06_unit_contact_sundered_armour,,,false
warhammer_3,8.1.1,wh2_tmb_ushabti_bolt,artillery,artillery_default,1,255,0,70,20,0,18,104,11,212,6,0,0,1,0,1,0.1,20,-1,0,false,true,true,true,1.5,low,small,2,700,false,false,false,,,,,,false
warhammer_3,8.1.1,wh2_twa02_wef_glade_captain_arrow,arrow,small_arm_default,1,190,0,60,10,0,147,67,9,150,1,0,0,1,0,1,0.1,5,-1,0,true,true,true,false,0.25,medium,medium,5,300,false,false,false,homing_strong_smallarms,,,,,false
warhammer_3,8.1.1,wh2_twa03_def_harpoon_scourgerunner_chariot_suppressing,misc,small_arm_default,1,150,0,75,30,1.7,12,40,7,100,2,0,40,1,0,2,0.1,25,-1,0,false,true,true,false,0.25,medium_2,medium,2,300,false,false,false,,,wh2_dlc12_unit_contact_suppressive_fire,,,false
warhammer_3,8.1.1,wh2_twa03_def_reaper_bolt_thrower_bolt_spread_suppressing,artillery,artillery_canister,16,350,8,68,10,3.5,3,8,11,275,15,11,0,1,0,1,0.1,13,-1,0,false,true,true,true,1.5,medium,medium,5,700,false,false,false,,,wh2_dlc12_unit_contact_suppressive_fire,,,false
warhammer_3,8.1.1,wh2_twa03_def_reaper_bolt_thrower_bolt_suppressing,artillery,artillery_default,1,350,8,80,40,0,30,120,11,275,4,0,50,1,0,1,0.1,50,-1,0,false,true,true,true,1.5,large_2,large,2,700,false,false,false,,,wh2_dlc12_unit_contact_suppressive_fire,,,false
