game,patch,unit_scale,unit_key,attack_type,component_role,slot,melee_weapon_key,missile_weapon_key,projectile_key,is_default_projectile,ammunition_pool,ammunition,link_source
warhammer_3,8.1.1,ultra,wh3_twa06_nur_inf_plaguebearers_ror_0,missile,unit,primary,,wh3_nur_plaguebearers_deaths_head,wh3_nur_plaguebearers_deaths_head,true,primary,3,land_units.primary_missile_weapon
warhammer_3,8.1.1,ultra,wh3_twa06_sla_inf_daemonette_ror_0,melee,unit,primary,wh3_twa06_sla_daemonette_exalted_claws_ror,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh3_twa06_tze_inf_pink_horrors_ror_0,melee,unit,primary,wh3_main_tze_exalted_pink_horror,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh3_twa06_tze_inf_pink_horrors_ror_0,missile,unit,primary,,wh3_twa06_tze_pink_exalted_horror_fire_bolt_ror,wh3_twa06_tze_pink_exalted_horror_fire_bolt_ror,true,primary,20,land_units.primary_missile_weapon
warhammer_3,8.1.1,ultra,wh3_twa07_kho_cav_bloodcrushers_ror_0,melee,unit,primary,wh3_twa07_kho_bloodcrusher_ror_0,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh3_twa07_nur_cav_pox_riders_of_nurgle_ror_0,melee,unit,primary,wh3_main_nur_pox_rider_maw,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh3_twa07_sla_cav_heartseekers_of_slaanesh_ror_0,melee,unit,primary,wh3_main_sla_heartseekers_claws,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh3_twa07_tze_cav_doom_knights_ror_0,melee,unit,primary,wh3_twa07_tze_lance_doom_knight_ror,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh3_twa08_kho_mon_bloodthirster_0_ror,melee,unit,primary,wh3_main_kho_bloodthirster_axe,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh3_twa08_nur_mon_great_unclean_one_0_ror,melee,unit,primary,wh3_main_great_unclean_one,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh3_twa08_sla_mon_keeper_of_secrets_0_ror,melee,unit,primary,wh3_main_sla_keeper_of_secrets_sword,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh3_twa08_tze_mon_lord_of_change_0_ror,melee,unit,primary,wh3_main_tze_lord_of_change_staff,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh3_twa10_kho_inf_flesh_hounds_of_khorne_ror,melee,unit,primary,wh3_twa10_kho_flesh_hounds_ror,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh3_twa10_nur_inf_nurglings_ror,melee,unit,primary,wh3_main_nur_nurglings,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh3_twa10_sla_inf_marauders_spears_ror,melee,unit,primary,wh3_twa10_sla_marauders_ror_spear_claw,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh3_twa10_tze_inf_blue_horrors_ror,melee,unit,primary,wh3_main_tze_blue_horror,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh3_twa10_tze_inf_blue_horrors_ror,missile,unit,primary,,wh3_main_tze_blue_horror_fire_bolt,wh3_main_tze_blue_horror_fire_bolt,true,primary,16,land_units.primary_missile_weapon
warhammer_3,8.1.1,ultra,wh_main_chs_mon_chaos_warhounds_1,melee,unit,primary,wh_main_chs_warhound_poison,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_dlc10_def_cav_doomfire_warlocks_0,melee,unit,primary,wh2_dlc10_def_warlock_sword,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_dlc10_def_cav_knights_of_the_ebon_claw_ror_0,melee,unit,primary,wh2_main_def_cold_one_mace,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_dlc10_def_cav_raven_heralds_ror_0,melee,unit,primary,wh2_main_def_shortsword,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_dlc10_def_cav_raven_heralds_ror_0,missile,unit,primary,,wh2_main_def_repeater_crossbow_pegasus_ror_0,wh2_main_def_crossbow_bolt_pegasus_ror_0,true,primary,16,land_units.primary_missile_weapon
warhammer_3,8.1.1,ultra,wh2_dlc10_def_cav_slaanesh_harvesters_ror_0,melee,unit,primary,wh2_dlc10_def_warlock_sword,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_dlc10_def_cha_crone_0,melee,unit,primary,wh2_dlc10_def_crone_dual_swords,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_dlc10_def_cha_supreme_sorceress_dark_0,melee,unit,primary,wh2_main_def_sorceress_staff,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_dlc10_def_cha_supreme_sorceress_fire_0,melee,unit,primary,wh2_main_def_sorceress_staff,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_dlc10_def_cha_supreme_sorceress_shadow_0,melee,unit,primary,wh2_main_def_sorceress_staff,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_dlc10_def_inf_blades_of_the_blood_queen_ror_0,melee,unit,primary,wh2_main_def_greatsword,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_dlc10_def_inf_sisters_of_slaughter,melee,unit,primary,wh2_dlc10_def_sisters_of_slaughter_whip,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_dlc10_def_inf_sisters_of_the_singing_doom_ror_0,melee,unit,primary,wh2_main_def_dual_swords_witch_elves,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_dlc10_def_inf_the_bolt_fiends_ror_0,melee,unit,primary,wh2_main_def_shortsword,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_dlc10_def_inf_the_bolt_fiends_ror_0,missile,unit,primary,,wh2_main_def_repeater_crossbow_ror_0,wh2_main_def_crossbow_bolt_ror_0,true,primary,18,land_units.primary_missile_weapon
warhammer_3,8.1.1,ultra,wh2_dlc10_def_inf_the_hellebronai_ror_0,melee,unit,primary,wh2_main_def_spear_ror,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_dlc10_def_mon_chill_of_sontar_ror_0,melee,unit,primary,wh2_dlc10_def_war_hydra_ror_0,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_dlc10_def_mon_feral_manticore_0,melee,unit,primary,wh_dlc03_bst_manticore,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_dlc10_def_mon_kharibdyss_0,melee,unit,primary,wh2_dlc10_def_kharibdyss,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_dlc11_def_cha_lokhir_fellheart_0,melee,unit,primary,wh2_dlc11_def_sword_lokhir,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_dlc11_def_cha_lokhir_fellheart_1,melee,unit,primary,wh2_dlc11_def_lokhir_black_dragon,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_dlc14_def_cav_scourgerunner_chariot_0,melee,unit,primary,wh2_dlc14_def_scourgerunner_chariot,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_dlc14_def_cav_scourgerunner_chariot_0,missile,unit,primary,,wh2_dlc14_def_harpoon_scourgerunner_chariot,wh2_dlc14_def_harpoon_scourgerunner_chariot,true,primary,48,land_units.primary_missile_weapon
warhammer_3,8.1.1,ultra,wh2_dlc14_def_cav_scourgerunner_chariot_0,missile,unit,additional,,wh2_twa03_def_harpoon_scourgerunner_chariot_suppressing,wh2_twa03_def_harpoon_scourgerunner_chariot_suppressing,true,secondary,0,unit_missile_weapon_junctions
warhammer_3,8.1.1,ultra,wh2_dlc14_def_cav_scourgerunner_chariot_ror_0,melee,unit,primary,wh2_dlc14_def_scourgerunner_chariot,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_dlc14_def_cav_scourgerunner_chariot_ror_0,missile,unit,primary,,wh2_dlc14_def_harpoon_scourgerunner_chariot_ror,wh2_dlc14_def_harpoon_scourgerunner_chariot_ror,true,primary,48,land_units.primary_missile_weapon
warhammer_3,8.1.1,ultra,wh2_dlc14_def_cha_high_beastmaster_0,melee,unit,primary,wh2_dlc14_def_high_beastmaster_spear_and_whip,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_dlc14_def_cha_high_beastmaster_1,melee,unit,primary,wh2_dlc14_def_high_beastmaster_chariot,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_dlc14_def_cha_high_beastmaster_1,missile,unit,primary,,wh2_dlc14_def_harpoon_scourgerunner_chariot_mount,wh2_dlc14_def_harpoon_scourgerunner_chariot_mount,true,primary,72,land_units.primary_missile_weapon
warhammer_3,8.1.1,ultra,wh2_dlc14_def_cha_malus_darkblade_0,melee,unit,primary,wh2_dlc14_def_malus_sword,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_dlc14_def_cha_malus_darkblade_1,melee,unit,primary,wh2_dlc14_def_malus_spite,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_dlc14_def_cha_master_0,melee,unit,primary,wh2_dlc14_def_master_halberd,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_dlc14_def_cha_master_1,melee,unit,primary,wh2_dlc14_def_master_halberd,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_dlc14_def_cha_master_2,melee,unit,primary,wh2_dlc14_def_master_cold_one,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_dlc14_def_inf_harpies_ror_0,melee,unit,primary,wh_dlc05_bst_harpy_claws,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_dlc14_def_mon_bloodwrack_medusa_0,melee,unit,primary,wh2_dlc14_def_medusa,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_dlc14_def_mon_bloodwrack_medusa_0,missile,unit,primary,,wh2_dlc14_def_medusa_gaze,wh2_dlc14_def_medusa_gaze,true,primary,150,land_units.primary_missile_weapon
warhammer_3,8.1.1,ultra,wh2_dlc14_def_mon_bloodwrack_medusa_ror_0,melee,unit,primary,wh2_dlc14_def_medusa,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_dlc14_def_mon_bloodwrack_medusa_ror_0,missile,unit,primary,,wh2_dlc14_def_medusa_gaze,wh2_dlc14_def_medusa_gaze,true,primary,150,land_units.primary_missile_weapon
warhammer_3,8.1.1,ultra,wh2_dlc14_def_veh_bloodwrack_shrine_0,melee,unit,primary,wh2_dlc14_def_bloodwrack_shrine,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_dlc14_def_veh_bloodwrack_shrine_0,missile,unit,primary,,wh2_dlc14_def_medusa_gaze,wh2_dlc14_def_medusa_gaze,true,primary,175,land_units.primary_missile_weapon
warhammer_3,8.1.1,ultra,wh2_main_def_art_reaper_bolt_thrower,melee,unit,primary,wh2_main_def_shortsword,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_main_def_art_reaper_bolt_thrower,missile,unit,additional,,wh2_twa03_def_reaper_bolt_thrower_bolt_suppressing,wh2_twa03_def_reaper_bolt_thrower_bolt_suppressing,true,secondary,0,unit_missile_weapon_junctions
warhammer_3,8.1.1,ultra,wh2_main_def_art_reaper_bolt_thrower,missile,unit,additional,,wh2_twa03_def_reaper_bolt_thrower_bolt_suppressing,wh2_twa03_def_reaper_bolt_thrower_bolt_spread_suppressing,false,secondary,0,unit_missile_weapon_junctions
warhammer_3,8.1.1,ultra,wh2_main_def_art_reaper_bolt_thrower,missile,engine,engine,,wh2_main_def_reaper_bolt_thrower_bolt,wh2_main_def_reaper_bolt_thrower_bolt,true,primary,24,battlefield_engines.missile_weapon
warhammer_3,8.1.1,ultra,wh2_main_def_art_reaper_bolt_thrower,missile,engine,engine,,wh2_main_def_reaper_bolt_thrower_bolt,wh2_main_def_reaper_bolt_thrower_bolt_spread,false,primary,24,battlefield_engines.missile_weapon
warhammer_3,8.1.1,ultra,wh2_main_def_cav_cold_one_chariot,melee,unit,primary,wh2_main_def_cold_one_chariot,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_main_def_cav_cold_one_chariot,missile,unit,primary,,wh2_main_def_crossbow_bolt_chariot,wh2_main_def_crossbow_bolt_chariot,true,primary,48,land_units.primary_missile_weapon
warhammer_3,8.1.1,ultra,wh2_main_def_cav_cold_one_knights_0,melee,unit,primary,wh2_main_def_cold_one_lance,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_main_def_cav_cold_one_knights_1,melee,unit,primary,wh2_main_def_cold_one_mace,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_main_def_cav_dark_riders_0,melee,unit,primary,wh2_main_def_spear_darkriders,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_main_def_cav_dark_riders_1,melee,unit,primary,wh2_main_def_spear_darkriders,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_main_def_cav_dark_riders_2,melee,unit,primary,wh2_main_def_shortsword,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_main_def_cav_dark_riders_2,missile,unit,primary,,wh2_main_def_repeater_crossbow_horse,wh2_main_def_crossbow_bolt_horse,true,primary,16,land_units.primary_missile_weapon
warhammer_3,8.1.1,ultra,wh2_main_def_cha_death_hag_0,melee,unit,primary,wh2_main_def_death_hag,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_main_def_cha_dreadlord_0,melee,unit,primary,wh2_main_def_dreadlord_sword,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_main_def_cha_dreadlord_0,missile,unit,primary,,wh2_main_def_crossbow_bolt_dreadlord,wh2_main_def_crossbow_bolt_dreadlord,true,primary,40,land_units.primary_missile_weapon
warhammer_3,8.1.1,ultra,wh2_main_def_cha_dreadlord_1,melee,unit,primary,wh2_main_def_dreadlord_sword,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_main_def_cha_dreadlord_1,missile,unit,primary,,wh2_main_def_crossbow_bolt_dreadlord,wh2_main_def_crossbow_bolt_dreadlord,true,primary,40,land_units.primary_missile_weapon
warhammer_3,8.1.1,ultra,wh2_main_def_cha_khainite_assassin_0,melee,unit,primary,wh2_main_def_khainite_assassin,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_main_def_cha_khainite_assassin_0,missile,unit,primary,,wh2_main_def_handbow_bolt_khainite_assassin,wh2_main_def_handbow_bolt_khainite_assassin,true,primary,50,land_units.primary_missile_weapon
warhammer_3,8.1.1,ultra,wh2_main_def_cha_malekith_0,melee,unit,primary,wh2_main_def_malekith_sword,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_main_def_cha_sorceress_dark_0,melee,unit,primary,wh2_main_def_sorceress_staff,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_main_def_cha_sorceress_dark_1,melee,unit,primary,wh2_main_def_sorceress_staff,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_main_def_inf_black_ark_corsairs_0,melee,unit,primary,wh2_main_def_dual_swords,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_main_def_inf_black_ark_corsairs_1,melee,unit,primary,wh2_main_def_sword,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_main_def_inf_black_ark_corsairs_1,missile,unit,primary,,wh2_main_def_handbow_bolt,wh2_main_def_handbow_bolt,true,primary,16,land_units.primary_missile_weapon
warhammer_3,8.1.1,ultra,wh2_main_def_inf_black_guard_0,melee,unit,primary,wh2_main_def_halberd,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_main_def_inf_bleakswords_0,melee,unit,primary,wh2_main_def_sword,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_main_def_inf_darkshards_0,melee,unit,primary,wh2_main_def_shortsword,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_main_def_inf_darkshards_0,missile,unit,primary,,wh2_main_def_repeater_crossbow,wh2_main_def_crossbow_bolt,true,primary,18,land_units.primary_missile_weapon
warhammer_3,8.1.1,ultra,wh2_main_def_inf_darkshards_1,melee,unit,primary,wh2_main_def_shortsword,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_main_def_inf_darkshards_1,missile,unit,primary,,wh2_main_def_repeater_crossbow,wh2_main_def_crossbow_bolt,true,primary,18,land_units.primary_missile_weapon
warhammer_3,8.1.1,ultra,wh2_main_def_inf_dreadspears_0,melee,unit,primary,wh2_main_def_spear,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_main_def_inf_har_ganeth_executioners_0,melee,unit,primary,wh2_main_def_greatsword,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_main_def_inf_harpies,melee,unit,primary,wh_dlc05_bst_harpy_claws,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_main_def_inf_shades_0,melee,unit,primary,wh2_main_def_sword_shades,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_main_def_inf_shades_0,missile,unit,primary,,wh2_main_def_repeater_crossbow_shades,wh2_main_def_crossbow_bolt_shades,true,primary,18,land_units.primary_missile_weapon
warhammer_3,8.1.1,ultra,wh2_main_def_inf_shades_1,melee,unit,primary,wh2_main_def_dual_swords_shades,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_main_def_inf_shades_1,missile,unit,primary,,wh2_main_def_repeater_crossbow_shades,wh2_main_def_crossbow_bolt_shades,true,primary,18,land_units.primary_missile_weapon
warhammer_3,8.1.1,ultra,wh2_main_def_inf_shades_2,melee,unit,primary,wh2_main_def_greatsword_shades,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_main_def_inf_shades_2,missile,unit,primary,,wh2_main_def_repeater_crossbow_shades,wh2_main_def_crossbow_bolt_shades,true,primary,18,land_units.primary_missile_weapon
warhammer_3,8.1.1,ultra,wh2_main_def_inf_witch_elves_0,melee,unit,primary,wh2_main_def_dual_swords_witch_elves,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_main_def_mon_black_dragon,melee,unit,primary,wh2_main_def_black_dragon,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_main_def_mon_war_hydra,melee,unit,primary,wh2_main_def_war_hydra,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh2_twa03_def_cha_rakarth_0,melee,unit,primary,wh2_twa03_def_rakarth_spear_and_whip,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh3_dlc27_sla_cha_druchii_anointed,melee,unit,primary,wh3_dlc27_druchii_greatsword,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh3_dlc27_sla_inf_devotees_of_slaanesh,melee,unit,primary,wh3_dlc27_devotees_swords,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh3_dlc27_sla_inf_devotees_of_slaanesh_crossbows,melee,unit,primary,wh3_dlc27_devotees_swords,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh3_dlc27_sla_inf_devotees_of_slaanesh_crossbows,missile,unit,primary,,wh3_dlc27_sla_crossbow_devotees,wh3_dlc27_sla_crossbow_bolt_devotees,true,primary,14,land_units.primary_missile_weapon
warhammer_3,8.1.1,ultra,wh2_dlc10_dwf_inf_giant_slayers,melee,unit,primary,wh_dlc10_dwf_slayer_axe_great,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh3_dlc25_dwf_art_goblin_hewer,melee,unit,primary,wh_main_dwf_slayer_axe_dual,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh3_dlc25_dwf_art_goblin_hewer,missile,unit,additional,,wh3_dlc25_dwf_goblin_hewer_axe_seeking,wh3_dlc25_dwf_goblin_hewer_axe_seeking,true,secondary,0,unit_missile_weapon_junctions
warhammer_3,8.1.1,ultra,wh3_dlc25_dwf_art_goblin_hewer,missile,unit,additional,,wh3_dlc25_dwf_goblin_hewer_axe_flaming,wh3_dlc25_dwf_goblin_hewer_axe_flaming,true,secondary,0,unit_missile_weapon_junctions
warhammer_3,8.1.1,ultra,wh3_dlc25_dwf_art_goblin_hewer,missile,unit,additional,,wh3_dlc25_dwf_goblin_hewer_axe_penetrating,wh3_dlc25_dwf_goblin_hewer_axe_penetrating,true,secondary,0,unit_missile_weapon_junctions
warhammer_3,8.1.1,ultra,wh3_dlc25_dwf_art_goblin_hewer,missile,engine,engine,,wh3_dlc25_dwf_goblin_hewer_axe,wh3_dlc25_dwf_goblin_hewer_axe,true,primary,152,battlefield_engines.missile_weapon
warhammer_3,8.1.1,ultra,wh3_dlc25_dwf_art_grudge_thrower_grudge_reward,melee,unit,primary,wh_main_dwf_axe,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh3_dlc25_dwf_art_grudge_thrower_grudge_reward,missile,engine,engine,,wh3_dlc25_dwf_grudge_thrower_shrapnel,wh3_dlc25_dwf_grudge_stone_shrapnel_stage_1,true,primary,22,battlefield_engines.missile_weapon
warhammer_3,8.1.1,ultra,wh3_dlc25_dwf_cha_daemon_slayer,melee,unit,primary,wh3_dlc25_dwf_daemon_slayer_dual_axe,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh3_dlc25_dwf_cha_dragon_slayer,melee,unit,primary,wh3_dlc25_dwf_dragon_slayer_axe_great,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh3_dlc25_dwf_cha_garagrim_ironfist,melee,unit,primary,wh3_dlc25_dwf_garagrim_axe_dual,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh3_dlc25_dwf_cha_malakai_makaisson,melee,unit,primary,wh3_dlc25_dwf_malakai,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh3_dlc25_dwf_cha_malakai_makaisson,missile,unit,primary,,wh3_dlc25_dwf_malakai_rifle,wh3_dlc25_dwf_malakai_rifle_bullet,true,primary,90,land_units.primary_missile_weapon
warhammer_3,8.1.1,ultra,wh3_dlc25_dwf_inf_doomseekers,melee,unit,primary,wh3_dlc25_dwf_doomseeker_axe_dual,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh3_dlc25_dwf_inf_doomseekers_ror,melee,unit,primary,wh3_dlc25_dwf_doomseeker_axe_dual,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh3_dlc25_dwf_inf_slayer_pirates,melee,unit,primary,wh3_dlc25_dwf_slayer_pirate_sword,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh3_dlc25_dwf_inf_slayer_pirates,missile,unit,primary,,wh3_dlc25_dwf_slayer_pirate_pistol,wh3_dlc25_dwf_slayer_pirate_pistol_bullet,true,primary,6,land_units.primary_missile_weapon
warhammer_3,8.1.1,ultra,wh3_dlc25_dwf_inf_thunderers_grudge_rakers,melee,unit,primary,wh_main_dwf_axe,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh3_dlc25_dwf_inf_thunderers_grudge_rakers,missile,unit,primary,,wh3_dlc25_dwf_grudge_raker,wh3_dlc25_dwf_grudge_raker_bullet,true,primary,44,land_units.primary_missile_weapon
warhammer_3,8.1.1,ultra,wh3_dlc25_dwf_inf_thunderers_ror,melee,unit,primary,wh_main_dwf_axe,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh3_dlc25_dwf_inf_thunderers_ror,missile,unit,primary,,wh3_dlc25_dwf_blunderbuss,wh3_dlc25_dwf_blunderbuss,true,primary,22,land_units.primary_missile_weapon
warhammer_3,8.1.1,ultra,wh3_dlc25_dwf_veh_thunderbarge,melee,unit,primary,wh3_dlc25_dwf_veh_thunderbarge,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh3_dlc25_dwf_veh_thunderbarge,missile,unit,primary,,wh3_dlc25_dwf_thunderbarge_bomb,wh3_dlc25_dwf_thunderbarge_bomb,true,primary,40,land_units.primary_missile_weapon
warhammer_3,8.1.1,ultra,wh3_dlc25_dwf_veh_thunderbarge,missile,entity_override,additional,,wh3_dlc25_dwf_thunderbarge_cannon_flaming,wh3_dlc25_dwf_thunderbarge_cannon_flaming,true,secondary,50,unit_missile_weapon_junctions
warhammer_3,8.1.1,ultra,wh3_dlc25_dwf_veh_thunderbarge,missile,entity_override,additional,,wh3_dlc25_dwf_thunderbarge_fire_bomb,wh3_dlc25_unit_abilities_thunderbarge_fire_bomb,true,secondary,50,unit_missile_weapon_junctions
warhammer_3,8.1.1,ultra,wh3_dlc25_dwf_veh_thunderbarge_grungni,melee,unit,primary,wh3_dlc25_dwf_veh_thunderbarge,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh3_dlc25_dwf_veh_thunderbarge_grungni,missile,unit,primary,,wh3_dlc25_dwf_thunderbarge_bomb,wh3_dlc25_dwf_thunderbarge_bomb,true,primary,40,land_units.primary_missile_weapon
warhammer_3,8.1.1,ultra,wh3_dlc25_dwf_veh_thunderbarge_grungni,missile,entity_override,additional,,wh3_dlc25_dwf_thunderbarge_cannon_flaming,wh3_dlc25_dwf_thunderbarge_cannon_flaming,true,secondary,50,unit_missile_weapon_junctions
warhammer_3,8.1.1,ultra,wh3_dlc25_dwf_veh_thunderbarge_grungni,missile,entity_override,additional,,wh3_dlc25_dwf_thunderbarge_fire_bomb,wh3_dlc25_unit_abilities_thunderbarge_fire_bomb,true,secondary,50,unit_missile_weapon_junctions
warhammer_3,8.1.1,ultra,wh_dlc06_dwf_art_bolt_thrower_0,melee,unit,primary,wh_main_dwf_axe,,,,,,land_units.primary_melee_weapon
warhammer_3,8.1.1,ultra,wh_dlc06_dwf_art_bolt_thrower_0,missile,unit,additional,,wh_dlc06_dwf_bolt_thrower_bolt_seeking,wh_dwf_bolt_thrower_bolt_seeking,true,secondary,0,unit_missile_weapon_junctions
warhammer_3,8.1.1,ultra,wh_dlc06_dwf_art_bolt_thrower_0,missile,unit,additional,,wh_dlc06_dwf_bolt_thrower_bolt_flaming,wh_dwf_bolt_thrower_bolt_flaming,true,secondary,0,unit_missile_weapon_junctions
warhammer_3,8.1.1,ultra,wh_dlc06_dwf_art_bolt_thrower_0,missile,unit,additional,,wh_dlc06_dwf_bolt_thrower_bolt_penetrating,wh_dwf_bolt_thrower_bolt_penetrating,true,secondary,0,unit_missile_weapon_junctions
warhammer_3,8.1.1,ultra,wh_dlc06_dwf_art_bolt_thrower_0,missile,engine,engine,,wh_dlc06_dwf_bolt_thrower_bolt,wh_dwf_bolt_thrower_bolt,true,primary,22,battlefield_engines.missile_weapon
warhammer_3,8.1.1,ultra,wh_dlc06_dwf_inf_bugmans_rangers_0,melee,unit,primary,wh_dlc06_dwf_axe_bugmans_rangers,,,,,,land_units.primary_melee_weapon
