game,patch,unit_scale,unit_key,component_role,relationship_key,battle_entity_key,component_count,base_hp_per_component,bonus_hp_per_component,known_hp_total,size_class,is_large,is_primary_health_pool,can_be_targeted,link_source,notes
warhammer_3,8.1.1,ultra,wh3_dlc26_kho_inf_wrathmongers,man,,wh3_dlc26_kho_inf_wrathmongers_blood_dismembers,32,8,307,10080,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_dlc26_kho_inf_wrathmongers_ror,man,,wh3_dlc26_kho_inf_wrathmongers_blood_dismembers,32,8,307,10080,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_dlc26_kho_mon_bloodbeast_of_khorne,man,,wh3_dlc26_kho_mon_bloodbeast_of_khorne,16,8,508,8256,large,true,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_dlc26_kho_mon_slaughterbrute,man,,wh3_dlc26_kho_mon_slaughterbrute,1,8,9880,9888,very_large,true,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_dlc26_kho_veh_skullcannon_ror,mount,wh3_main_kho_mnt_skullcannon_ror,wh3_main_kho_vehicle_skullcannon,1,8,4684,4692,very_large,true,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh3_dlc27_nor_cav_chaos_chariot_ror,engine,wh_main_chs_chariot_large_draught_ror,wh3_dlc27_vehicle_nor_chariot_ror,4,8,1360,5472,large,true,true,true,land_units.engine,
warhammer_3,8.1.1,ultra,wh3_dlc27_nor_cav_chaos_chariot_ror,crew_or_rider,,wh_main_cavalry_rider_standard_blood,4,8,0,32,medium,false,false,,main_units.num_men minus primary body count,Targetability is not encoded by these database joins.
warhammer_3,8.1.1,ultra,wh3_dlc27_nor_cav_marauder_horsemen_ror,mount,wh3_dlc27_chs_mnt_norscan_warhorse_horsemen_ror,wh3_dlc20_chs_mnt_norscan_warhorse_horsemen_msla,60,8,75,4980,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh3_dlc27_nor_inf_chaos_marauders_great_weapons_ror,man,,wh_main_chs_infantry_fast_blood_dismembers,120,8,77,10200,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_dlc27_sla_cav_pleasureseekers,mount,wh3_dlc27_sla_mnt_daemonic_steed,wh3_dlc27_sla_mnt_daemonic_steed,32,8,212,7040,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh3_dlc27_sla_cha_alluress_shadow_daemonic_steed,mount,wh3_dlc27_sla_mnt_daemonic_steed_hero,wh3_dlc27_sla_mnt_daemonic_steed_hero,1,8,4624,4632,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh3_dlc27_sla_cha_alluress_slaanesh_daemonic_steed,mount,wh3_dlc27_sla_mnt_daemonic_steed_hero,wh3_dlc27_sla_mnt_daemonic_steed_hero,1,8,4624,4632,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh3_dlc27_sla_cha_herald_of_slaanesh_shadow_daemonic_steed,mount,wh3_dlc27_sla_mnt_daemonic_steed_hero,wh3_dlc27_sla_mnt_daemonic_steed_hero,1,8,5024,5032,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh3_dlc27_sla_cha_herald_of_slaanesh_slaanesh_daemonic_steed,mount,wh3_dlc27_sla_mnt_daemonic_steed_hero,wh3_dlc27_sla_mnt_daemonic_steed_hero,1,8,5024,5032,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh3_dlc27_sla_inf_slaangors,man,,wh3_dlc27_sla_inf_slaangors,120,8,67,9000,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_dlc27_sla_mon_champions_of_slaanesh,man,,wh3_dlc27_sla_champions_of_slaanesh,16,8,482,7840,large,true,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_dlc27_sla_mon_champions_of_slaanesh_ror,man,,wh3_dlc27_sla_champions_of_slaanesh,16,8,482,7840,large,true,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_dlc27_sla_veh_seeker_chariot_ror,engine,wh3_dlc27_sla_seeker_chariot_ror,wh3_main_vehicle_sla_seeker_chariot,4,8,1216,4896,large,true,true,true,land_units.engine,
warhammer_3,8.1.1,ultra,wh3_dlc27_sla_veh_seeker_chariot_ror,crew_or_rider,,wh_main_cavalry_rider_standard_blood,4,8,0,32,medium,false,false,,main_units.num_men minus primary body count,Targetability is not encoded by these database joins.
warhammer_3,8.1.1,ultra,wh3_main_dae_inf_chaos_furies_0,man,,wh3_main_infantry_dae_furies_blood,60,8,80,5280,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_kho_cav_bloodcrushers_0,mount,wh3_main_kho_mnt_juggernaut_bloodcrusher,wh3_main_kho_mnt_juggernaut,32,8,231,7648,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh3_main_kho_cav_gorebeast_chariot,engine,wh3_main_kho_gorebeast_chariot,wh_dlc01_veh_chs_chariot_gorebeast,4,8,1600,6432,large,true,true,true,land_units.engine,
warhammer_3,8.1.1,ultra,wh3_main_kho_cav_gorebeast_chariot,crew_or_rider,,wh_main_infantry_standard_large_blood,4,8,0,32,small,false,false,,main_units.num_men minus primary body count,Targetability is not encoded by these database joins.
warhammer_3,8.1.1,ultra,wh3_main_kho_cav_skullcrushers_0,mount,wh3_main_kho_mnt_juggernaut,wh3_main_kho_mnt_juggernaut,32,8,245,8096,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh3_main_kho_cha_bloodreaper_0,man,,wh3_main_kho_cha_bloodreaper_hero_blood_dismembers,1,8,4040,4048,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_kho_cha_herald_of_khorne_0,man,,wh3_main_kho_cha_herald_of_khorne_hero_blood_dismembers,1,8,4440,4448,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_kho_inf_bloodletters_0,man,,wh3_main_kho_inf_bloodletter_blood_dismembers,100,8,72,8000,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_kho_inf_bloodletters_1,man,,wh3_main_kho_inf_bloodletter_blood_dismembers_exalted,100,8,84,9200,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_kho_inf_chaos_furies_0,man,,wh3_main_infantry_kho_furies_blood,60,8,80,5280,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_kho_inf_chaos_warhounds_0,man,,wh_main_chs_monster_warhound_blood,80,8,68,6080,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_kho_inf_chaos_warriors_0,man,,wh_main_infantry_standard_very_large_blood_dismembers,100,8,82,9000,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_kho_inf_chaos_warriors_1,man,,wh_main_infantry_standard_very_large_blood_dismembers,100,8,82,9000,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_kho_inf_chaos_warriors_2,man,,wh_main_infantry_standard_very_large_blood_dismembers,100,8,82,9000,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_kho_inf_flesh_hounds_of_khorne_0,man,,wh3_main_kho_mon_flesh_hound_blood,32,8,185,6176,medium,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_kho_mon_bloodthirster_0,man,,wh3_main_kho_mon_bloodthirster,1,8,7724,7732,very_large,true,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_kho_mon_khornataurs_0,man,,wh3_main_kho_mon_minotaur_blood,16,8,536,8704,large,true,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_kho_mon_khornataurs_1,man,,wh3_main_kho_mon_minotaur_blood,16,8,536,8704,large,true,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_kho_mon_soul_grinder_0,man,,wh3_main_monster_kho_soul_grinder_blood,1,8,8180,8188,very_large,true,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_kho_mon_spawn_of_khorne_0,man,,wh3_main_monster_spawn_of_khorne_blood,16,8,540,8768,large,true,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_kho_veh_blood_shrine_0,mount,wh3_main_kho_mnt_blood_shrine,wh3_main_kho_mnt_blood_shrine,1,8,4680,4688,very_large,true,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh3_main_kho_veh_skullcannon_0,mount,wh3_main_kho_mnt_skullcannon,wh3_main_kho_vehicle_skullcannon,1,8,4684,4692,very_large,true,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh3_main_nur_cav_plague_drones_0,mount,wh3_main_nur_mnt_rot_fly,wh3_main_flying_rot_fly_blood,12,8,578,7032,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh3_main_nur_cav_plague_drones_1,mount,wh3_main_nur_mnt_rot_fly,wh3_main_flying_rot_fly_blood,12,8,578,7032,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh3_main_nur_cav_pox_riders_of_nurgle_0,mount,wh3_main_nur_mnt_plague_toad_pox,wh3_main_nur_mnt_plague_toad,24,8,312,7680,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh3_main_nur_cha_cultist_0,man,,wh3_main_infantry_cultist_nurgle_blood_dismembers,1,8,4660,4668,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_nur_cha_cultist_1,mount,wh3_dlc20_chs_mnt_chaos_steed_mnur_cultist,wh3_dlc20_chs_mnt_chaos_steed_mnur_cultist,1,8,5060,5068,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh3_main_nur_cha_exalted_great_unclean_one_death_0,man,,wh3_main_monster_exalted_great_unclean_one,1,8,13612,13620,very_large,true,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_nur_cha_exalted_great_unclean_one_nurgle_0,man,,wh3_main_monster_exalted_great_unclean_one,1,8,13612,13620,very_large,true,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_nur_cha_herald_of_nurgle_death_0,man,,wh3_main_nur_cha_herald_of_nurgle_hero_blood_dismembers,1,8,4700,4708,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_nur_cha_herald_of_nurgle_death_1,mount,wh3_main_nur_mnt_nurgling_palanquin,wh3_main_nur_nurgling_palanquin,1,8,6700,6708,very_large,true,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh3_main_nur_cha_herald_of_nurgle_death_2,mount,wh3_main_nur_mnt_rot_fly_hero,wh3_main_flying_rot_fly_hero_blood,1,8,5500,5508,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh3_main_nur_cha_herald_of_nurgle_nurgle_0,man,,wh3_main_nur_cha_herald_of_nurgle_hero_blood_dismembers,1,8,4700,4708,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_nur_cha_herald_of_nurgle_nurgle_1,mount,wh3_main_nur_mnt_nurgling_palanquin,wh3_main_nur_nurgling_palanquin,1,8,6700,6708,very_large,true,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh3_main_nur_cha_herald_of_nurgle_nurgle_2,mount,wh3_main_nur_mnt_rot_fly_hero,wh3_main_flying_rot_fly_hero_blood,1,8,5500,5508,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh3_main_nur_cha_ku_gath_plaguefather_0,mount,wh3_main_nur_mnt_nurgling_palanquin_kugath,wh3_main_nur_nurgling_palanquin_kugath,1,8,14824,14832,very_large,true,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh3_main_nur_cha_plagueridden_death_0,man,,wh3_main_nur_inf_plagueridden_hero_blood_dismembers,1,8,4300,4308,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_nur_cha_plagueridden_death_1,mount,wh3_main_nur_mnt_nurgling_palanquin,wh3_main_nur_nurgling_palanquin,1,8,6300,6308,very_large,true,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh3_main_nur_cha_plagueridden_death_2,mount,wh3_main_nur_mnt_rot_fly_hero,wh3_main_flying_rot_fly_hero_blood,1,8,5100,5108,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh3_main_nur_cha_plagueridden_nurgle_0,man,,wh3_main_nur_inf_plagueridden_hero_blood_dismembers,1,8,4300,4308,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_nur_cha_plagueridden_nurgle_1,mount,wh3_main_nur_mnt_nurgling_palanquin,wh3_main_nur_nurgling_palanquin,1,8,6300,6308,very_large,true,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh3_main_nur_cha_plagueridden_nurgle_2,mount,wh3_main_nur_mnt_rot_fly_hero,wh3_main_flying_rot_fly_hero_blood,1,8,5100,5108,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh3_main_nur_inf_chaos_furies_0,man,,wh3_main_infantry_nur_furies_blood,60,8,80,5280,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_nur_inf_forsaken_0,man,,wh3_main_nur_infantry_forsaken_blood_dismembers,80,8,101,8720,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_nur_inf_nurglings_0,man,,wh3_main_nur_swm_nurglings_blood_dismembers,60,8,147,9300,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_nur_inf_plaguebearers_0,man,,wh3_main_nur_inf_plaguebearer_blood_dismembers,100,8,108,11600,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_nur_inf_plaguebearers_1,man,,wh3_main_nur_inf_plaguebearer_exalted_blood_dismembers,100,8,124,13200,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_nur_mon_beast_of_nurgle_0,man,,wh3_main_nur_mon_beast_of_nurgle,1,8,6380,6388,large,true,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_nur_mon_great_unclean_one_0,man,,wh3_main_monster_great_unclean_one,1,8,12352,12360,very_large,true,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_nur_mon_plague_toads_0,man,,wh3_main_nur_mnt_plague_toad,24,8,250,6192,medium,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_nur_mon_rot_flies_0,man,,wh3_main_flying_rot_fly_blood,12,8,508,6192,medium,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_nur_mon_soul_grinder_0,man,,wh3_main_monster_nur_soul_grinder_blood,1,8,8180,8188,very_large,true,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_nur_mon_spawn_of_nurgle_0,man,,wh3_main_monster_spawn_of_nurgle_blood,16,8,594,9632,large,true,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_sla_cav_heartseekers_of_slaanesh_0,mount,wh3_main_sla_mnt_steed_of_slaanesh,wh3_main_sla_cavalry_steed_of_slaanesh_blood,60,8,87,5700,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh3_main_sla_cav_hellstriders_0,mount,wh3_main_sla_mnt_steed_of_slaanesh,wh3_main_sla_cavalry_steed_of_slaanesh_blood,60,8,79,5220,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh3_main_sla_cav_hellstriders_1,mount,wh3_main_sla_mnt_steed_of_slaanesh,wh3_main_sla_cavalry_steed_of_slaanesh_blood,60,8,79,5220,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh3_main_sla_cav_seekers_of_slaanesh_0,mount,wh3_main_sla_mnt_steed_of_slaanesh,wh3_main_sla_cavalry_steed_of_slaanesh_blood,60,8,79,5220,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh3_main_sla_cha_alluress_shadow_0,man,,wh3_main_sla_cha_alluress_blood_dismembers,1,8,3560,3568,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_sla_cha_alluress_shadow_1,mount,wh3_main_sla_mnt_steed_of_slaanesh_hero,wh3_main_sla_mnt_steed_of_slaanesh_hero_blood,1,8,4060,4068,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh3_main_sla_cha_alluress_shadow_2,engine,wh3_main_sla_seeker_chariot,wh3_main_vehicle_sla_seeker_chariot,1,8,4560,4568,large,true,true,true,land_units.engine,
warhammer_3,8.1.1,ultra,wh3_main_sla_cha_alluress_shadow_2,crew_or_rider,,wh3_main_sla_cha_alluress_blood_dismembers,1,8,0,8,small,false,false,,main_units.num_men minus primary body count,Targetability is not encoded by these database joins.
warhammer_3,8.1.1,ultra,wh3_main_sla_cha_alluress_shadow_3,engine,wh3_main_sla_exalted_seeker_chariot,wh3_main_vehicle_sla_exalted_seeker_chariot,1,8,5560,5568,large,true,true,true,land_units.engine,
warhammer_3,8.1.1,ultra,wh3_main_sla_cha_alluress_shadow_3,crew_or_rider,,wh3_main_sla_cha_alluress_blood_dismembers,1,8,0,8,small,false,false,,main_units.num_men minus primary body count,Targetability is not encoded by these database joins.
warhammer_3,8.1.1,ultra,wh3_main_sla_cha_alluress_slaanesh_0,man,,wh3_main_sla_cha_alluress_blood_dismembers,1,8,3560,3568,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_sla_cha_alluress_slaanesh_1,mount,wh3_main_sla_mnt_steed_of_slaanesh_hero,wh3_main_sla_mnt_steed_of_slaanesh_hero_blood,1,8,4060,4068,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh3_main_sla_cha_alluress_slaanesh_2,engine,wh3_main_sla_seeker_chariot,wh3_main_vehicle_sla_seeker_chariot,1,8,4560,4568,large,true,true,true,land_units.engine,
warhammer_3,8.1.1,ultra,wh3_main_sla_cha_alluress_slaanesh_2,crew_or_rider,,wh3_main_sla_cha_alluress_blood_dismembers,1,8,0,8,small,false,false,,main_units.num_men minus primary body count,Targetability is not encoded by these database joins.
warhammer_3,8.1.1,ultra,wh3_main_sla_cha_alluress_slaanesh_3,engine,wh3_main_sla_exalted_seeker_chariot,wh3_main_vehicle_sla_exalted_seeker_chariot,1,8,5560,5568,large,true,true,true,land_units.engine,
warhammer_3,8.1.1,ultra,wh3_main_sla_cha_alluress_slaanesh_3,crew_or_rider,,wh3_main_sla_cha_alluress_blood_dismembers,1,8,0,8,small,false,false,,main_units.num_men minus primary body count,Targetability is not encoded by these database joins.
warhammer_3,8.1.1,ultra,wh3_main_sla_cha_cultist_0,man,,wh3_main_infantry_cultist_slaanesh_blood_dismembers,1,8,3680,3688,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_sla_cha_cultist_1,mount,wh3_dlc20_chs_mnt_chaos_steed_msla_cultist,wh3_dlc20_chs_mnt_chaos_steed_msla_cultist,1,8,4080,4088,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh3_main_sla_cha_exalted_keeper_of_secrets_shadow_0,man,,wh3_main_monster_exalted_keeper_of_secrets,1,8,7820,7828,very_large,true,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_sla_cha_exalted_keeper_of_secrets_slaanesh_0,man,,wh3_main_monster_exalted_keeper_of_secrets,1,8,7820,7828,very_large,true,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_sla_cha_herald_of_slaanesh_shadow_0,man,,wh3_main_sla_cha_herald_of_slaanesh_blood_dismembers,1,8,3960,3968,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_sla_cha_herald_of_slaanesh_shadow_1,mount,wh3_main_sla_mnt_steed_of_slaanesh_hero,wh3_main_sla_mnt_steed_of_slaanesh_hero_blood,1,8,4460,4468,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh3_main_sla_cha_herald_of_slaanesh_shadow_2,engine,wh3_main_sla_seeker_chariot,wh3_main_vehicle_sla_seeker_chariot,1,8,4960,4968,large,true,true,true,land_units.engine,
warhammer_3,8.1.1,ultra,wh3_main_sla_cha_herald_of_slaanesh_shadow_2,crew_or_rider,,wh3_main_sla_cha_herald_of_slaanesh_blood_dismembers,1,8,0,8,small,false,false,,main_units.num_men minus primary body count,Targetability is not encoded by these database joins.
warhammer_3,8.1.1,ultra,wh3_main_sla_cha_herald_of_slaanesh_shadow_3,engine,wh3_main_sla_exalted_seeker_chariot,wh3_main_vehicle_sla_exalted_seeker_chariot,1,8,5960,5968,large,true,true,true,land_units.engine,
warhammer_3,8.1.1,ultra,wh3_main_sla_cha_herald_of_slaanesh_shadow_3,crew_or_rider,,wh3_main_sla_cha_herald_of_slaanesh_blood_dismembers,1,8,0,8,small,false,false,,main_units.num_men minus primary body count,Targetability is not encoded by these database joins.
warhammer_3,8.1.1,ultra,wh3_main_sla_cha_herald_of_slaanesh_slaanesh_0,man,,wh3_main_sla_cha_herald_of_slaanesh_blood_dismembers,1,8,3960,3968,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_sla_cha_herald_of_slaanesh_slaanesh_1,mount,wh3_main_sla_mnt_steed_of_slaanesh_hero,wh3_main_sla_mnt_steed_of_slaanesh_hero_blood,1,8,4460,4468,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh3_main_sla_cha_herald_of_slaanesh_slaanesh_2,engine,wh3_main_sla_seeker_chariot,wh3_main_vehicle_sla_seeker_chariot,1,8,4960,4968,large,true,true,true,land_units.engine,
warhammer_3,8.1.1,ultra,wh3_main_sla_cha_herald_of_slaanesh_slaanesh_2,crew_or_rider,,wh3_main_sla_cha_herald_of_slaanesh_blood_dismembers,1,8,0,8,small,false,false,,main_units.num_men minus primary body count,Targetability is not encoded by these database joins.
warhammer_3,8.1.1,ultra,wh3_main_sla_cha_herald_of_slaanesh_slaanesh_3,engine,wh3_main_sla_exalted_seeker_chariot,wh3_main_vehicle_sla_exalted_seeker_chariot,1,8,5960,5968,large,true,true,true,land_units.engine,
warhammer_3,8.1.1,ultra,wh3_main_sla_cha_herald_of_slaanesh_slaanesh_3,crew_or_rider,,wh3_main_sla_cha_herald_of_slaanesh_blood_dismembers,1,8,0,8,small,false,false,,main_units.num_men minus primary body count,Targetability is not encoded by these database joins.
warhammer_3,8.1.1,ultra,wh3_main_sla_cha_nkari_0,man,,wh3_main_monster_keeper_of_secrets_nkari,1,8,8040,8048,very_large,true,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_sla_inf_chaos_furies_0,man,,wh3_main_infantry_sla_furies_blood,60,8,80,5280,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_sla_inf_daemonette_0,man,,wh3_main_sla_inf_daemonette_blood_dismembers,100,8,60,6800,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_sla_inf_daemonette_1,man,,wh3_main_sla_inf_daemonette_blood_dismembers,100,8,69,7700,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_sla_inf_marauders_0,man,,wh3_main_sla_marauders_blood_dismembers,120,8,70,9360,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_sla_inf_marauders_1,man,,wh3_main_sla_marauders_blood_dismembers,120,8,70,9360,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_sla_inf_marauders_2,man,,wh3_main_sla_marauders_blood_dismembers,120,8,70,9360,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_sla_mon_fiends_of_slaanesh_0,man,,wh3_main_sla_fiend_blood,16,8,500,8128,large,true,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_sla_mon_keeper_of_secrets_0,man,,wh3_main_monster_keeper_of_secrets,1,8,7712,7720,very_large,true,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_sla_mon_soul_grinder_0,man,,wh3_main_monster_sla_soul_grinder_blood,1,8,8180,8188,very_large,true,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_sla_mon_spawn_of_slaanesh_0,man,,wh3_main_monster_spawn_of_slaanesh_blood,16,8,540,8768,large,true,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_sla_veh_exalted_seeker_chariot_0,engine,wh3_main_sla_exalted_seeker_chariot,wh3_main_vehicle_sla_exalted_seeker_chariot,1,8,5160,5168,large,true,true,true,land_units.engine,
warhammer_3,8.1.1,ultra,wh3_main_sla_veh_exalted_seeker_chariot_0,crew_or_rider,,wh_main_cavalry_rider_standard_blood,1,8,0,8,medium,false,false,,main_units.num_men minus primary body count,Targetability is not encoded by these database joins.
warhammer_3,8.1.1,ultra,wh3_main_sla_veh_hellflayer_0,engine,wh3_main_sla_hellflayer,wh3_main_vehicle_sla_hellflayer,4,8,1446,5816,large,true,true,true,land_units.engine,
warhammer_3,8.1.1,ultra,wh3_main_sla_veh_seeker_chariot_0,engine,wh3_main_sla_seeker_chariot,wh3_main_vehicle_sla_seeker_chariot,4,8,1216,4896,large,true,true,true,land_units.engine,
warhammer_3,8.1.1,ultra,wh3_main_sla_veh_seeker_chariot_0,crew_or_rider,,wh_main_cavalry_rider_standard_blood,4,8,0,32,medium,false,false,,main_units.num_men minus primary body count,Targetability is not encoded by these database joins.
warhammer_3,8.1.1,ultra,wh3_main_tze_cav_chaos_knights_0,mount,wh3_dlc20_chs_mnt_chaos_steed_mtze_knights,wh3_dlc20_chs_mnt_chaos_steed_mtze_knights,60,8,119,7620,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh3_main_tze_cav_doom_knights_0,man,,wh3_main_cavalry_tze_disc_knight_blood,24,8,237,5880,medium,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_tze_cha_cultist_0,man,,wh3_main_infantry_cultist_tzeentch_blood_dismembers,1,8,3680,3688,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_tze_cha_cultist_1,mount,wh3_dlc20_chs_mnt_chaos_steed_mtze_cultist,wh3_dlc20_chs_mnt_chaos_steed_mtze_cultist,1,8,4080,4088,medium,false,true,true,land_units.mount,
warhammer_3,8.1.1,ultra,wh3_main_tze_cha_exalted_lord_of_change_metal_0,man,,wh3_main_tze_cha_exalted_lord_of_change,1,8,7820,7828,very_large,true,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_tze_cha_exalted_lord_of_change_tzeentch_0,man,,wh3_main_tze_cha_exalted_lord_of_change,1,8,7820,7828,very_large,true,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_tze_cha_herald_of_tzeentch_metal_0,man,,wh3_main_tze_cha_horror_herald_blood,1,8,3800,3808,small,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_tze_cha_herald_of_tzeentch_metal_1,man,,wh3_main_tze_herald_disc_blood,1,8,4200,4208,medium,false,true,true,land_units.man_entity,
warhammer_3,8.1.1,ultra,wh3_main_tze_cha_herald_of_tzeentch_metal_2,mount,wh3_main_tze_burning_chariot,wh3_main_flying_tze_burning_chariot,1,8,5364,5372,large,true,true,true,land_units.mount,
