game,patch,unit_scale,base_unit_key,mounted_unit_key,icon_name
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_sorcerer_prophet_fire,wh3_dlc23_chd_cha_sorcerer_prophet_fire_lammasu,ui/campaign ui/mounts/mount_lammasu.png
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_sorcerer_prophet_hashut,wh3_dlc23_chd_cha_sorcerer_prophet_hashut_bale_taurus,ui/campaign ui/mounts/mount_bale_taurus.png
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_sorcerer_prophet_hashut,wh3_dlc23_chd_cha_sorcerer_prophet_hashut_great_taurus,ui/campaign ui/mounts/mount_great_taurus.png
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_sorcerer_prophet_hashut,wh3_dlc23_chd_cha_sorcerer_prophet_hashut_lammasu,ui/campaign ui/mounts/mount_lammasu.png
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_sorcerer_prophet_metal,wh3_dlc23_chd_cha_sorcerer_prophet_metal_bale_taurus,ui/campaign ui/mounts/mount_bale_taurus.png
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_sorcerer_prophet_metal,wh3_dlc23_chd_cha_sorcerer_prophet_metal_great_taurus,ui/campaign ui/mounts/mount_great_taurus.png
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_sorcerer_prophet_metal,wh3_dlc23_chd_cha_sorcerer_prophet_metal_lammasu,ui/campaign ui/mounts/mount_lammasu.png
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_zhatan_the_black,wh3_dlc23_chd_cha_zhatan_the_black_great_taurus,ui/campaign ui/mounts/mount_great_taurus.png
warhammer_3,8.1.1,ultra,wh3_dlc23_chd_cha_zhatan_the_black,wh3_dlc23_chd_cha_zhatan_the_black_lammasu,ui/campaign ui/mounts/mount_lammasu.png
warhammer_3,8.1.1,ultra,wh3_dlc23_neu_cha_ulrika,wh3_dlc23_neu_cha_ulrika_warhorse,ui/campaign ui/mounts/mount_warhorse.png
warhammer_3,8.1.1,ultra,wh3_dlc24_cth_cha_celestial_general_yang,wh3_dlc24_cth_cha_celestial_general_yang_cathayan_horse,ui/campaign ui/mounts/mount_warhorse.png
warhammer_3,8.1.1,ultra,wh3_dlc24_cth_cha_celestial_general_yang,wh3_dlc24_cth_cha_celestial_general_yang_celestial_lion,ui/campaign ui/mounts/mount_celestial_lion.png
warhammer_3,8.1.1,ultra,wh3_dlc24_cth_cha_celestial_general_yang,wh3_dlc24_cth_cha_celestial_general_yang_longma,ui/campaign ui/mounts/mount_jade_longma.png
warhammer_3,8.1.1,ultra,wh3_dlc24_cth_cha_gate_master,wh3_dlc24_cth_cha_gate_master_warhorse,ui/campaign ui/mounts/mount_warhorse.png
warhammer_3,8.1.1,ultra,wh3_dlc25_chs_cha_chaos_lord_mnur,wh3_dlc25_chs_cha_chaos_lord_mnur_chaos_chariot,ui/campaign ui/mounts/mount_chaos_chariot.png
warhammer_3,8.1.1,ultra,wh3_dlc25_chs_cha_chaos_lord_mnur,wh3_dlc25_chs_cha_chaos_lord_mnur_chaos_steed,ui/campaign ui/mounts/mount_chaos_steed.png
warhammer_3,8.1.1,ultra,wh3_dlc25_chs_cha_chaos_lord_mnur,wh3_dlc25_chs_cha_chaos_lord_mnur_rot_beast,ui/campaign ui/mounts/mount_rot_beast.png
warhammer_3,8.1.1,ultra,wh3_dlc25_chs_cha_chaos_sorcerer_death_mnur,wh3_dlc25_chs_cha_chaos_sorcerer_death_mnur_chaos_steed,ui/campaign ui/mounts/mount_chaos_steed.png
warhammer_3,8.1.1,ultra,wh3_dlc25_chs_cha_chaos_sorcerer_death_mnur,wh3_dlc25_chs_cha_chaos_sorcerer_death_mnur_rot_beast,ui/campaign ui/mounts/mount_rot_beast.png
warhammer_3,8.1.1,ultra,wh3_dlc25_chs_cha_chaos_sorcerer_death_mnur,wh3_dlc25_chs_cha_chaos_sorcerer_death_mnur_warshrine,ui/campaign ui/mounts/mount_warshrine.png
warhammer_3,8.1.1,ultra,wh3_dlc25_chs_cha_chaos_sorcerer_nurgle_mnur,wh3_dlc25_chs_cha_chaos_sorcerer_nurgle_mnur_chaos_steed,ui/campaign ui/mounts/mount_chaos_steed.png
warhammer_3,8.1.1,ultra,wh3_dlc25_chs_cha_chaos_sorcerer_nurgle_mnur,wh3_dlc25_chs_cha_chaos_sorcerer_nurgle_mnur_rot_beast,ui/campaign ui/mounts/mount_rot_beast.png
warhammer_3,8.1.1,ultra,wh3_dlc25_chs_cha_chaos_sorcerer_nurgle_mnur,wh3_dlc25_chs_cha_chaos_sorcerer_nurgle_mnur_warshrine,ui/campaign ui/mounts/mount_warshrine.png
warhammer_3,8.1.1,ultra,wh3_dlc25_emp_cha_elspeth_von_draken,wh3_dlc25_emp_cha_elspeth_von_draken_carmine_dragon,ui/campaign ui/mounts/mount_carmine_dragon.png
warhammer_3,8.1.1,ultra,wh3_dlc25_emp_cha_elspeth_von_draken,wh3_dlc25_emp_cha_elspeth_von_draken_warhorse,ui/campaign ui/mounts/mount_barded_warhorse.png
warhammer_3,8.1.1,ultra,wh3_dlc25_emp_cha_engineer,wh3_dlc25_emp_cha_engineer_mechanical_steed,ui/campaign ui/mounts/mount_mechanical_steed.png
warhammer_3,8.1.1,ultra,wh3_dlc25_emp_cha_engineer,wh3_dlc25_emp_cha_engineer_warhorse,ui/campaign ui/mounts/mount_barded_warhorse.png
warhammer_3,8.1.1,ultra,wh3_dlc25_emp_cha_master_engineer,wh3_dlc25_emp_cha_master_engineer_mechanical_steed,ui/campaign ui/mounts/mount_mechanical_steed.png
warhammer_3,8.1.1,ultra,wh3_dlc25_emp_cha_master_engineer,wh3_dlc25_emp_cha_master_engineer_steam_tank,ui/campaign ui/mounts/mount_steam_tank.png
warhammer_3,8.1.1,ultra,wh3_dlc25_emp_cha_master_engineer,wh3_dlc25_emp_cha_master_engineer_warhorse,ui/campaign ui/mounts/mount_barded_warhorse.png
warhammer_3,8.1.1,ultra,wh3_dlc25_emp_cha_theodore_bruckner,wh3_dlc25_emp_cha_theodore_bruckner_demigryph_reaper,ui/campaign ui/mounts/mount_hippogryph.png
warhammer_3,8.1.1,ultra,wh3_dlc25_emp_cha_wizard_metal,wh3_dlc25_emp_cha_wizard_metal_pegasus,ui/campaign ui/mounts/mount_imperial_pegasus.png
warhammer_3,8.1.1,ultra,wh3_dlc25_emp_cha_wizard_metal,wh3_dlc25_emp_cha_wizard_metal_warhorse,ui/campaign ui/mounts/mount_barded_warhorse.png
warhammer_3,8.1.1,ultra,wh3_dlc25_nur_cha_bray_shaman_wild_chieftain,wh3_dlc25_nur_cha_bray_shaman_wild_chieftain_razorgor_chariot,ui/campaign ui/mounts/mount_razorgor_chariot.png
warhammer_3,8.1.1,ultra,wh3_dlc25_nur_cha_bray_shaman_wild_chieftain,wh3_dlc25_nur_cha_bray_shaman_wild_chieftain_tuskgor_chariot,ui/campaign ui/mounts/mount_tuskgor_chariot.png
warhammer_3,8.1.1,ultra,wh3_dlc25_nur_cha_exalted_hero_chieftain,wh3_dlc25_nur_cha_exalted_hero_chieftain_chaos_chariot,ui/campaign ui/mounts/mount_chaos_chariot.png
warhammer_3,8.1.1,ultra,wh3_dlc25_nur_cha_exalted_hero_chieftain,wh3_dlc25_nur_cha_exalted_hero_chieftain_chaos_dragon,ui/campaign ui/mounts/mount_chaos_dragon.png
warhammer_3,8.1.1,ultra,wh3_dlc25_nur_cha_exalted_hero_chieftain,wh3_dlc25_nur_cha_exalted_hero_chieftain_chaos_steed,ui/campaign ui/mounts/mount_chaos_steed.png
warhammer_3,8.1.1,ultra,wh3_dlc25_nur_cha_tamurkhan,wh3_dlc25_nur_cha_tamurkhan_bubebolos,ui/campaign ui/mounts/mount_bubebolos.png
warhammer_3,8.1.1,ultra,wh3_dlc26_grn_cha_gorbad_ironclaw,wh3_dlc26_grn_cha_gorbad_ironclaw_gnarla,ui/campaign ui/mounts/mount_war_boar.png
warhammer_3,8.1.1,ultra,wh3_dlc26_grn_cha_night_goblin_big_boss,wh3_dlc26_grn_cha_night_goblin_big_boss_squig,ui/campaign ui/mounts/mount_great_cave_squig.png
warhammer_3,8.1.1,ultra,wh3_dlc26_grn_cha_savage_orc_great_shaman,wh3_dlc26_grn_cha_savage_orc_great_shaman_boar,ui/campaign ui/mounts/mount_war_boar.png
warhammer_3,8.1.1,ultra,wh3_dlc26_grn_cha_savage_orc_great_shaman,wh3_dlc26_grn_cha_savage_orc_great_shaman_wyvern,ui/campaign ui/mounts/mount_wyvern.png
warhammer_3,8.1.1,ultra,wh3_dlc26_kho_cha_bloodspeaker,wh3_dlc26_kho_cha_bloodspeaker_chaos_steed,ui/campaign ui/mounts/mount_chaos_steed.png
warhammer_3,8.1.1,ultra,wh3_dlc26_kho_cha_bloodspeaker,wh3_dlc26_kho_cha_bloodspeaker_warshrine,ui/campaign ui/mounts/mount_warshrine.png
warhammer_3,8.1.1,ultra,wh3_dlc27_chs_cha_exalted_hero_msla,wh3_dlc27_chs_cha_exalted_hero_msla_chaos_chariot,ui/campaign ui/mounts/mount_chaos_chariot.png
warhammer_3,8.1.1,ultra,wh3_dlc27_chs_cha_exalted_hero_msla,wh3_dlc27_chs_cha_exalted_hero_msla_chaos_steed,ui/campaign ui/mounts/mount_chaos_steed.png
warhammer_3,8.1.1,ultra,wh3_dlc27_chs_cha_exalted_hero_msla,wh3_dlc27_chs_cha_exalted_hero_msla_daemonic_steed,ui/campaign ui/mounts/mount_daemonic_steed.png
warhammer_3,8.1.1,ultra,wh3_dlc27_chs_cha_sorcerer_lord_shadows_msla,wh3_dlc27_chs_cha_sorcerer_lord_shadows_msla_chaos_steed,placeholder
warhammer_3,8.1.1,ultra,wh3_dlc27_chs_cha_sorcerer_lord_shadows_msla,wh3_dlc27_chs_cha_sorcerer_lord_shadows_msla_daemonic_steed,ui/campaign ui/mounts/mount_daemonic_steed.png
warhammer_3,8.1.1,ultra,wh3_dlc27_chs_cha_sorcerer_lord_shadows_msla,wh3_dlc27_chs_cha_sorcerer_lord_shadows_msla_warshrine,ui/campaign ui/mounts/mount_warshrine.png
warhammer_3,8.1.1,ultra,wh3_dlc27_chs_cha_sorcerer_lord_slaanesh_msla,wh3_dlc27_chs_cha_sorcerer_lord_slaanesh_msla_chaos_steed,placeholder
warhammer_3,8.1.1,ultra,wh3_dlc27_chs_cha_sorcerer_lord_slaanesh_msla,wh3_dlc27_chs_cha_sorcerer_lord_slaanesh_msla_daemonic_steed,ui/campaign ui/mounts/mount_daemonic_steed.png
warhammer_3,8.1.1,ultra,wh3_dlc27_chs_cha_sorcerer_lord_slaanesh_msla,wh3_dlc27_chs_cha_sorcerer_lord_slaanesh_msla_warshrine,ui/campaign ui/mounts/mount_warshrine.png
warhammer_3,8.1.1,ultra,wh3_dlc27_hef_cha_caradryan,wh3_dlc27_hef_cha_caradryan_ashtari,ui/campaign ui/mounts/mount_arcane_phoenix.png
warhammer_3,8.1.1,ultra,wh3_dlc27_hef_cha_caradryan,wh3_dlc27_hef_cha_caradryan_chariot,ui/campaign ui/mounts/mount_ithilmar_chariot.png
warhammer_3,8.1.1,ultra,wh3_dlc27_hef_cha_caradryan,wh3_dlc27_hef_cha_caradryan_steed,ui/campaign ui/mounts/mount_barded_ithilmar_steed.png
warhammer_3,8.1.1,ultra,wh3_dlc27_hef_cha_mist_mage,wh3_dlc27_hef_cha_mist_mage_eagle,ui/campaign ui/mounts/mount_great_eagle.png
warhammer_3,8.1.1,ultra,wh3_dlc27_hef_cha_mist_mage,wh3_dlc27_hef_cha_mist_mage_skycutter,ui/campaign ui/mounts/mount_sky_cutter.png
warhammer_3,8.1.1,ultra,wh3_dlc27_hef_cha_sea_helm,wh3_dlc27_hef_cha_sea_helm_eagle,ui/campaign ui/mounts/mount_great_eagle.png
warhammer_3,8.1.1,ultra,wh3_dlc27_hef_cha_sea_helm,wh3_dlc27_hef_cha_sea_helm_skycutter,ui/campaign ui/mounts/mount_sky_cutter.png
warhammer_3,8.1.1,ultra,wh3_dlc27_hef_cha_sea_lord_aislinn,wh3_dlc27_hef_cha_sea_lord_aislinn_dragon,ui/campaign ui/mounts/mount_star_dragon.png
warhammer_3,8.1.1,ultra,wh3_dlc27_hef_cha_sea_lord_aislinn,wh3_dlc27_hef_cha_sea_lord_aislinn_skycutter,ui/campaign ui/mounts/mount_sky_cutter.png
warhammer_3,8.1.1,ultra,wh3_dlc27_nor_cha_great_shaman_sorcerer_death,wh3_dlc27_nor_cha_great_shaman_sorcerer_death_chariot,ui/campaign ui/mounts/mount_chaos_chariot.png
warhammer_3,8.1.1,ultra,wh3_dlc27_nor_cha_great_shaman_sorcerer_death,wh3_dlc27_nor_cha_great_shaman_sorcerer_death_mammoth,ui/campaign ui/mounts/mount_mammoth.png
warhammer_3,8.1.1,ultra,wh3_dlc27_nor_cha_great_shaman_sorcerer_death,wh3_dlc27_nor_cha_great_shaman_sorcerer_death_warhorse,ui/campaign ui/mounts/mount_warhorse.png
warhammer_3,8.1.1,ultra,wh3_dlc27_nor_cha_great_shaman_sorcerer_fire,wh3_dlc27_nor_cha_great_shaman_sorcerer_fire_chariot,ui/campaign ui/mounts/mount_chaos_chariot.png
warhammer_3,8.1.1,ultra,wh3_dlc27_nor_cha_great_shaman_sorcerer_fire,wh3_dlc27_nor_cha_great_shaman_sorcerer_fire_mammoth,ui/campaign ui/mounts/mount_mammoth.png
warhammer_3,8.1.1,ultra,wh3_dlc27_nor_cha_great_shaman_sorcerer_fire,wh3_dlc27_nor_cha_great_shaman_sorcerer_fire_warhorse,ui/campaign ui/mounts/mount_warhorse.png
warhammer_3,8.1.1,ultra,wh3_dlc27_nor_cha_great_shaman_sorcerer_metal,wh3_dlc27_nor_cha_great_shaman_sorcerer_metal_chariot,ui/campaign ui/mounts/mount_chaos_chariot.png
warhammer_3,8.1.1,ultra,wh3_dlc27_nor_cha_great_shaman_sorcerer_metal,wh3_dlc27_nor_cha_great_shaman_sorcerer_metal_mammoth,ui/campaign ui/mounts/mount_mammoth.png
warhammer_3,8.1.1,ultra,wh3_dlc27_nor_cha_great_shaman_sorcerer_metal,wh3_dlc27_nor_cha_great_shaman_sorcerer_metal_warhorse,ui/campaign ui/mounts/mount_warhorse.png
warhammer_3,8.1.1,ultra,wh3_dlc27_nor_cha_sayl_the_faithless,wh3_dlc27_nor_cha_sayl_the_faithless_chariot,ui/campaign ui/mounts/mount_chaos_chariot.png
warhammer_3,8.1.1,ultra,wh3_dlc27_nor_cha_sayl_the_faithless,wh3_dlc27_nor_cha_sayl_the_faithless_mammoth,ui/campaign ui/mounts/mount_mammoth.png
warhammer_3,8.1.1,ultra,wh3_dlc27_nor_cha_sayl_the_faithless,wh3_dlc27_nor_cha_sayl_the_faithless_warhorse,ui/campaign ui/mounts/mount_warhorse.png
warhammer_3,8.1.1,ultra,wh3_dlc27_sla_cha_druchii_anointed,wh3_dlc27_sla_cha_druchii_anointed_cold_one,ui/campaign ui/mounts/mount_cold_one.png
warhammer_3,8.1.1,ultra,wh3_dlc27_sla_cha_druchii_anointed,wh3_dlc27_sla_cha_druchii_anointed_daemonic_steed,ui/campaign ui/mounts/mount_daemonic_steed.png
warhammer_3,8.1.1,ultra,wh3_dlc27_sla_cha_styrkaar_the_sortsvinaer,wh3_dlc27_sla_cha_styrkaar_the_sortsvinaer_daemonic_steed,ui/campaign ui/mounts/mount_daemonic_steed.png
warhammer_3,8.1.1,ultra,wh3_dlc27_sla_cha_styrkaar_the_sortsvinaer,wh3_dlc27_sla_cha_styrkaar_the_sortsvinaer_steed_of_slaanesh,ui/campaign ui/mounts/mount_steed_of_slaanesh.png
warhammer_3,8.1.1,ultra,wh3_main_cth_cha_alchemist_0,wh3_main_cth_cha_alchemist_1,ui/campaign ui/mounts/mount_warhorse.png
warhammer_3,8.1.1,ultra,wh3_main_cth_cha_alchemist_0,wh3_main_cth_cha_alchemist_2,ui/campaign ui/mounts/mount_sky_lantern.png
warhammer_3,8.1.1,ultra,wh3_main_cth_cha_astromancer_0,wh3_dlc24_cth_cha_astromancer_great_moon_bird,ui/campaign ui/mounts/mount_great_moon_bird.png
warhammer_3,8.1.1,ultra,wh3_main_cth_cha_astromancer_0,wh3_main_cth_cha_astromancer_1,ui/campaign ui/mounts/mount_warhorse.png
warhammer_3,8.1.1,ultra,wh3_main_cth_cha_astromancer_0,wh3_main_cth_cha_astromancer_2,ui/campaign ui/mounts/mount_wu_xing_war_compass.png
warhammer_3,8.1.1,ultra,wh3_main_cth_cha_dragon_blooded_shugengan_lord_yang_0,wh3_main_cth_cha_dragon_blooded_shugengan_lord_yang_1,ui/campaign ui/mounts/mount_warhorse.png
warhammer_3,8.1.1,ultra,wh3_main_cth_cha_dragon_blooded_shugengan_lord_yang_0,wh3_main_cth_cha_dragon_blooded_shugengan_lord_yang_2,ui/campaign ui/mounts/mount_jade_longma.png
warhammer_3,8.1.1,ultra,wh3_main_cth_cha_dragon_blooded_shugengan_lord_yin_0,wh3_main_cth_cha_dragon_blooded_shugengan_lord_yin_1,ui/campaign ui/mounts/mount_warhorse.png
warhammer_3,8.1.1,ultra,wh3_main_cth_cha_dragon_blooded_shugengan_lord_yin_0,wh3_main_cth_cha_dragon_blooded_shugengan_lord_yin_2,ui/campaign ui/mounts/mount_jade_longma.png
warhammer_3,8.1.1,ultra,wh3_main_cth_cha_lord_magistrate_0,wh3_main_cth_cha_lord_magistrate_1,ui/campaign ui/mounts/mount_warhorse.png
warhammer_3,8.1.1,ultra,wh3_main_cth_cha_lord_magistrate_0,wh3_main_cth_cha_lord_magistrate_2,ui/campaign ui/mounts/mount_sky_lantern.png
warhammer_3,8.1.1,ultra,wh3_main_kho_cha_bloodreaper_0,wh3_main_kho_cha_bloodreaper_1,ui/campaign ui/mounts/mount_juggernaut.png
warhammer_3,8.1.1,ultra,wh3_main_kho_cha_bloodreaper_0,wh3_main_kho_cha_bloodreaper_2,ui/campaign ui/mounts/mount_blood_throne.png
warhammer_3,8.1.1,ultra,wh3_main_kho_cha_cultist_0,wh3_dlc20_kho_cha_cultist_mkho_warshrine,ui/campaign ui/mounts/mount_warshrine.png
warhammer_3,8.1.1,ultra,wh3_main_kho_cha_cultist_0,wh3_main_kho_cha_cultist_1,ui/campaign ui/mounts/mount_chaos_steed.png
warhammer_3,8.1.1,ultra,wh3_main_kho_cha_herald_of_khorne_0,wh3_main_kho_cha_herald_of_khorne_1,ui/campaign ui/mounts/mount_juggernaut.png
warhammer_3,8.1.1,ultra,wh3_main_kho_cha_herald_of_khorne_0,wh3_main_kho_cha_herald_of_khorne_2,ui/campaign ui/mounts/mount_blood_throne.png
warhammer_3,8.1.1,ultra,wh3_main_ksl_cha_boris_0,wh3_main_ksl_cha_boris_1,ui/campaign ui/mounts/mount_warhorse.png
warhammer_3,8.1.1,ultra,wh3_main_ksl_cha_boris_0,wh3_main_ksl_cha_boris_2,ui/campaign ui/mounts/mount_urskin.png
warhammer_3,8.1.1,ultra,wh3_main_ksl_cha_boyar_0,wh3_main_ksl_cha_boyar_1,ui/campaign ui/mounts/mount_warhorse.png
warhammer_3,8.1.1,ultra,wh3_main_ksl_cha_boyar_0,wh3_main_ksl_cha_boyar_2,ui/campaign ui/mounts/mount_war_bear.png
warhammer_3,8.1.1,ultra,wh3_main_ksl_cha_frost_maiden_ice_0,wh3_main_ksl_cha_frost_maiden_ice_1,ui/campaign ui/mounts/mount_warhorse.png
warhammer_3,8.1.1,ultra,wh3_main_ksl_cha_frost_maiden_ice_0,wh3_main_ksl_cha_frost_maiden_ice_2,ui/campaign ui/mounts/mount_war_bear.png
warhammer_3,8.1.1,ultra,wh3_main_ksl_cha_frost_maiden_tempest_0,wh3_main_ksl_cha_frost_maiden_tempest_1,ui/campaign ui/mounts/mount_warhorse.png
warhammer_3,8.1.1,ultra,wh3_main_ksl_cha_frost_maiden_tempest_0,wh3_main_ksl_cha_frost_maiden_tempest_2,ui/campaign ui/mounts/mount_war_bear.png
warhammer_3,8.1.1,ultra,wh3_main_ksl_cha_ice_witch_ice_0,wh3_dlc24_ksl_cha_ice_witch_ice_frost_wyrm,ui/campaign ui/mounts/mount_frost_wyrm.png
warhammer_3,8.1.1,ultra,wh3_main_ksl_cha_ice_witch_ice_0,wh3_main_ksl_cha_ice_witch_ice_1,ui/campaign ui/mounts/mount_warhorse.png
warhammer_3,8.1.1,ultra,wh3_main_ksl_cha_ice_witch_ice_0,wh3_main_ksl_cha_ice_witch_ice_2,ui/campaign ui/mounts/mount_war_bear.png
warhammer_3,8.1.1,ultra,wh3_main_ksl_cha_ice_witch_tempest_0,wh3_dlc24_ksl_cha_ice_witch_tempest_frost_wyrm,ui/campaign ui/mounts/mount_frost_wyrm.png
warhammer_3,8.1.1,ultra,wh3_main_ksl_cha_ice_witch_tempest_0,wh3_main_ksl_cha_ice_witch_tempest_1,ui/campaign ui/mounts/mount_warhorse.png
warhammer_3,8.1.1,ultra,wh3_main_ksl_cha_ice_witch_tempest_0,wh3_main_ksl_cha_ice_witch_tempest_2,ui/campaign ui/mounts/mount_war_bear.png
warhammer_3,8.1.1,ultra,wh3_main_ksl_cha_katarin_0,wh3_dlc24_ksl_cha_katarin_frost_wyrm,ui/campaign ui/mounts/mount_frost_wyrm.png
warhammer_3,8.1.1,ultra,wh3_main_ksl_cha_katarin_0,wh3_dlc24_ksl_cha_katarin_ice_court_sled,ui/campaign ui/mounts/mount_sled.png
warhammer_3,8.1.1,ultra,wh3_main_ksl_cha_katarin_0,wh3_main_ksl_cha_katarin_1,ui/campaign ui/mounts/mount_warhorse.png
warhammer_3,8.1.1,ultra,wh3_main_ksl_cha_katarin_0,wh3_main_ksl_cha_katarin_2,ui/campaign ui/mounts/mount_war_bear.png
warhammer_3,8.1.1,ultra,wh3_main_ksl_cha_kostaltyn_0,wh3_main_ksl_cha_kostaltyn_1,ui/campaign ui/mounts/mount_warhorse.png
warhammer_3,8.1.1,ultra,wh3_main_ksl_cha_kostaltyn_0,wh3_main_ksl_cha_kostaltyn_2,ui/campaign ui/mounts/mount_war_bear.png
warhammer_3,8.1.1,ultra,wh3_main_ksl_cha_patriarch_0,wh3_main_ksl_cha_patriarch_1,ui/campaign ui/mounts/mount_warhorse.png
warhammer_3,8.1.1,ultra,wh3_main_ksl_cha_patriarch_0,wh3_main_ksl_cha_patriarch_2,ui/campaign ui/mounts/mount_war_bear.png
warhammer_3,8.1.1,ultra,wh3_main_nur_cha_cultist_0,wh3_dlc20_nur_cha_cultist_mnur_warshrine,ui/campaign ui/mounts/mount_warshrine.png
warhammer_3,8.1.1,ultra,wh3_main_nur_cha_cultist_0,wh3_main_nur_cha_cultist_1,ui/campaign ui/mounts/mount_chaos_steed.png
warhammer_3,8.1.1,ultra,wh3_main_nur_cha_herald_of_nurgle_death_0,wh3_main_nur_cha_herald_of_nurgle_death_1,ui/campaign ui/mounts/mount_nurgling_palanquin.png
warhammer_3,8.1.1,ultra,wh3_main_nur_cha_herald_of_nurgle_death_0,wh3_main_nur_cha_herald_of_nurgle_death_2,ui/campaign ui/mounts/mount_rot_fly.png
warhammer_3,8.1.1,ultra,wh3_main_nur_cha_herald_of_nurgle_nurgle_0,wh3_main_nur_cha_herald_of_nurgle_nurgle_1,ui/campaign ui/mounts/mount_nurgling_palanquin.png
warhammer_3,8.1.1,ultra,wh3_main_nur_cha_herald_of_nurgle_nurgle_0,wh3_main_nur_cha_herald_of_nurgle_nurgle_2,ui/campaign ui/mounts/mount_rot_fly.png
warhammer_3,8.1.1,ultra,wh3_main_nur_cha_plagueridden_death_0,wh3_main_nur_cha_plagueridden_death_1,ui/campaign ui/mounts/mount_nurgling_palanquin.png
warhammer_3,8.1.1,ultra,wh3_main_nur_cha_plagueridden_death_0,wh3_main_nur_cha_plagueridden_death_2,ui/campaign ui/mounts/mount_rot_fly.png
warhammer_3,8.1.1,ultra,wh3_main_nur_cha_plagueridden_nurgle_0,wh3_main_nur_cha_plagueridden_nurgle_1,ui/campaign ui/mounts/mount_nurgling_palanquin.png
warhammer_3,8.1.1,ultra,wh3_main_nur_cha_plagueridden_nurgle_0,wh3_main_nur_cha_plagueridden_nurgle_2,ui/campaign ui/mounts/mount_rot_fly.png
warhammer_3,8.1.1,ultra,wh3_main_ogr_cha_hunter_0,wh3_main_ogr_cha_hunter_1,ui/campaign ui/mounts/mount_stonehorn.png
warhammer_3,8.1.1,ultra,wh3_main_sla_cha_alluress_shadow_0,wh3_dlc27_sla_cha_alluress_shadow_daemonic_steed,ui/campaign ui/mounts/mount_daemonic_steed.png
warhammer_3,8.1.1,ultra,wh3_main_sla_cha_alluress_shadow_0,wh3_main_sla_cha_alluress_shadow_1,ui/campaign ui/mounts/mount_steed_of_slaanesh.png
warhammer_3,8.1.1,ultra,wh3_main_sla_cha_alluress_shadow_0,wh3_main_sla_cha_alluress_shadow_2,ui/campaign ui/mounts/mount_seeker_chariot.png
warhammer_3,8.1.1,ultra,wh3_main_sla_cha_alluress_shadow_0,wh3_main_sla_cha_alluress_shadow_3,ui/campaign ui/mounts/mount_exalted_seeker_chariot.png
warhammer_3,8.1.1,ultra,wh3_main_sla_cha_alluress_slaanesh_0,wh3_dlc27_sla_cha_alluress_slaanesh_daemonic_steed,ui/campaign ui/mounts/mount_daemonic_steed.png
warhammer_3,8.1.1,ultra,wh3_main_sla_cha_alluress_slaanesh_0,wh3_main_sla_cha_alluress_slaanesh_1,ui/campaign ui/mounts/mount_steed_of_slaanesh.png
warhammer_3,8.1.1,ultra,wh3_main_sla_cha_alluress_slaanesh_0,wh3_main_sla_cha_alluress_slaanesh_2,ui/campaign ui/mounts/mount_seeker_chariot.png
warhammer_3,8.1.1,ultra,wh3_main_sla_cha_alluress_slaanesh_0,wh3_main_sla_cha_alluress_slaanesh_3,ui/campaign ui/mounts/mount_exalted_seeker_chariot.png
warhammer_3,8.1.1,ultra,wh3_main_sla_cha_cultist_0,wh3_dlc20_chs_cha_cultist_msla_warshrine,ui/campaign ui/mounts/mount_warshrine.png
warhammer_3,8.1.1,ultra,wh3_main_sla_cha_cultist_0,wh3_main_sla_cha_cultist_1,ui/campaign ui/mounts/mount_chaos_steed.png
warhammer_3,8.1.1,ultra,wh3_main_sla_cha_herald_of_slaanesh_shadow_0,wh3_dlc27_sla_cha_herald_of_slaanesh_shadow_daemonic_steed,ui/campaign ui/mounts/mount_daemonic_steed.png
warhammer_3,8.1.1,ultra,wh3_main_sla_cha_herald_of_slaanesh_shadow_0,wh3_main_sla_cha_herald_of_slaanesh_shadow_1,ui/campaign ui/mounts/mount_steed_of_slaanesh.png
warhammer_3,8.1.1,ultra,wh3_main_sla_cha_herald_of_slaanesh_shadow_0,wh3_main_sla_cha_herald_of_slaanesh_shadow_2,ui/campaign ui/mounts/mount_seeker_chariot.png
warhammer_3,8.1.1,ultra,wh3_main_sla_cha_herald_of_slaanesh_shadow_0,wh3_main_sla_cha_herald_of_slaanesh_shadow_3,ui/campaign ui/mounts/mount_exalted_seeker_chariot.png
warhammer_3,8.1.1,ultra,wh3_main_sla_cha_herald_of_slaanesh_slaanesh_0,wh3_dlc27_sla_cha_herald_of_slaanesh_slaanesh_daemonic_steed,ui/campaign ui/mounts/mount_daemonic_steed.png
warhammer_3,8.1.1,ultra,wh3_main_sla_cha_herald_of_slaanesh_slaanesh_0,wh3_main_sla_cha_herald_of_slaanesh_slaanesh_1,ui/campaign ui/mounts/mount_steed_of_slaanesh.png
warhammer_3,8.1.1,ultra,wh3_main_sla_cha_herald_of_slaanesh_slaanesh_0,wh3_main_sla_cha_herald_of_slaanesh_slaanesh_2,ui/campaign ui/mounts/mount_seeker_chariot.png
