game,patch,steam_build_id,race,race_slug,faction_name,faction_key,culture_key,subculture_key,building_rows,unique_building_rows,relative_path,file_sha256,file_bytes
warhammer_3,8.1.1,24237342,Slaanesh,slaanesh,Seducers of Slaanesh,wh3_main_sla_seducers_of_slaanesh,wh3_main_sla_slaanesh,wh3_main_sc_sla_slaanesh,213,84,factions/slaanesh/wh3_main_sla_seducers_of_slaanesh.csv,bd198936f60b311fbc7d87d84ddedee18fa6cec9be6d6a40a333f2f36edaf014,62346
warhammer_3,8.1.1,24237342,Tzeentch,tzeentch,Oracles of Tzeentch,wh3_main_tze_oracles_of_tzeentch,wh3_main_tze_tzeentch,wh3_main_sc_tze_tzeentch,199,80,factions/tzeentch/wh3_main_tze_oracles_of_tzeentch.csv,872f23edaf957844d79bc366b46cbbea73dd39db142520b11735fcf92033c805,56839
warhammer_3,8.1.1,24237342,Vampire Counts,vampire_counts,Caravan of Blue Roses,wh3_main_vmp_caravan_of_blue_roses,wh_main_vmp_vampire_counts,wh_main_sc_vmp_vampire_counts,213,113,factions/vampire_counts/wh3_main_vmp_caravan_of_blue_roses.csv,87733bfd16a512f593465b57736d4698e1e5fe87e4e64e9c95082c93d1623a6f,68060
warhammer_3,8.1.1,24237342,Beastmen,beastmen,Warherd of the One-Eye,wh_dlc03_bst_beastmen,wh_dlc03_bst_beastmen,wh_dlc03_sc_bst_beastmen,139,103,factions/beastmen/wh_dlc03_bst_beastmen.csv,2e14db8960941b0d09a9484bcca06e9a7679564bc8b10e1fcceb32380e87c3be,40790
warhammer_3,8.1.1,24237342,Beastmen,beastmen,Warherd of the Shadowgave,wh_dlc05_bst_morghur_herd,wh_dlc03_bst_beastmen,wh_dlc03_sc_bst_beastmen,139,103,factions/beastmen/wh_dlc05_bst_morghur_herd.csv,5c439c6cbaa9f9c58ea029f72bb7669f7671d3a7d5c8329d38f07e6a447e7a68,41763
warhammer_3,8.1.1,24237342,Wood Elves,wood_elves,Argwylon,wh_dlc05_wef_argwylon,wh_dlc05_wef_wood_elves,wh_dlc05_sc_wef_wood_elves,196,113,factions/wood_elves/wh_dlc05_wef_argwylon.csv,9bcba590bd6c3087e4935b69bff199729915d83837c8124755cab7d7885d93c0,54364
warhammer_3,8.1.1,24237342,Wood Elves,wood_elves,Talsyn,wh_dlc05_wef_wood_elves,wh_dlc05_wef_wood_elves,wh_dlc05_sc_wef_wood_elves,197,113,factions/wood_elves/wh_dlc05_wef_wood_elves.csv,a1edd6a2b49a179dba6dac9319e37dbe28bc17a5e7c6e7b1ef021a4f4d5992e8,54681
warhammer_3,8.1.1,24237342,Norsca,norsca,World Walkers,wh_dlc08_nor_norsca,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,262,101,factions/norsca/wh_dlc08_nor_norsca.csv,6312cef3cedeecf059366394e2f1368a88c895001bea49306e9fb317b6570d9f,78115
warhammer_3,8.1.1,24237342,Norsca,norsca,Wintertooth,wh_dlc08_nor_wintertooth,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,299,131,factions/norsca/wh_dlc08_nor_wintertooth.csv,eee216f6758715e8afb097fa9d408c03b970b8a63c847c0bfb28203743eb786f,92002
warhammer_3,8.1.1,24237342,Bretonnia,bretonnia,Bordeleaux Errant,wh_main_brt_bordeleaux,wh_main_brt_bretonnia,wh_main_sc_brt_bretonnia,238,128,factions/bretonnia/wh_main_brt_bordeleaux.csv,c37ce0dd91f269380407e5db0d4fbc4e3bea770ca23b5862a4e7de21dd3002fa,66936
warhammer_3,8.1.1,24237342,Bretonnia,bretonnia,Couronne,wh_main_brt_bretonnia,wh_main_brt_bretonnia,wh_main_sc_brt_bretonnia,238,128,factions/bretonnia/wh_main_brt_bretonnia.csv,65d455cc9766c5d21b4158323f67c085e09e8f20c1dfa706695ee40df62169f5,64556
warhammer_3,8.1.1,24237342,Bretonnia,bretonnia,Carcassonne,wh_main_brt_carcassonne,wh_main_brt_bretonnia,wh_main_sc_brt_bretonnia,238,128,factions/bretonnia/wh_main_brt_carcassonne.csv,c403822b075fe59ed72e8eb802a8483a05136b0ab00544bf9392f0e822bf2600,65746
warhammer_3,8.1.1,24237342,Warriors of Chaos,warriors_of_chaos,Warhost of the Apocalypse,wh_main_chs_chaos,wh_main_chs_chaos,wh_main_sc_chs_chaos,84,18,factions/warriors_of_chaos/wh_main_chs_chaos.csv,16a907b9a1ffc3785347796a69ac176d4ad1ccb2c6211f76773551e42b7bdf36,24526
warhammer_3,8.1.1,24237342,Dwarfs,dwarfs,Karaz-a-Karak,wh_main_dwf_dwarfs,wh_main_dwf_dwarfs,wh_main_sc_dwf_dwarfs,332,129,factions/dwarfs/wh_main_dwf_dwarfs.csv,f6d3445841dac809d5bad5a3835d1e28d5219ae5d1df1ba583c52ffff1e82767,86878
warhammer_3,8.1.1,24237342,Dwarfs,dwarfs,Clan Angrund,wh_main_dwf_karak_izor,wh_main_dwf_dwarfs,wh_main_sc_dwf_dwarfs,336,129,factions/dwarfs/wh_main_dwf_karak_izor.csv,98a8388b06c3bf0a56714d26c74c62018ac704b2cab142e240a064f73cff9110,88868
warhammer_3,8.1.1,24237342,Dwarfs,dwarfs,Karak Kadrin,wh_main_dwf_karak_kadrin,wh_main_dwf_dwarfs,wh_main_sc_dwf_dwarfs,332,129,factions/dwarfs/wh_main_dwf_karak_kadrin.csv,dde643e7180b1cceb841534f2dc268d6c4eef3315097e8c110587d47e04463fa,88538
warhammer_3,8.1.1,24237342,Empire,empire,Reikland,wh_main_emp_empire,wh_main_emp_empire,wh_main_sc_emp_empire,247,143,factions/empire/wh_main_emp_empire.csv,44659c8795bc2553ddfb315aa1666bbfdb168f1b3825217c6444d4f045fb4e15,62864
warhammer_3,8.1.1,24237342,Empire,empire,Wissenland & Nuln,wh_main_emp_wissenland,wh_main_emp_empire,wh_main_sc_emp_empire,251,147,factions/empire/wh_main_emp_wissenland.csv,58291e1d5c3a96d55c00465438a3996aa71f9129b085eeaa8295f1dbb232f5ff,67060
warhammer_3,8.1.1,24237342,Greenskins,greenskins,Crooked Moon,wh_main_grn_crooked_moon,wh_main_grn_greenskins,wh_main_sc_grn_greenskins,203,127,factions/greenskins/wh_main_grn_crooked_moon.csv,757d91c4288fb3ff3b85bf9b9b92282f741fd3e9358fa09a919a5f4ddb109f3b,58042
warhammer_3,8.1.1,24237342,Greenskins,greenskins,Grimgor's 'Ardboyz,wh_main_grn_greenskins,wh_main_grn_greenskins,wh_main_sc_grn_greenskins,198,127,factions/greenskins/wh_main_grn_greenskins.csv,34c1c3fb33b89d0f638a61be5ca6dd605e8df24f3f73ca8db3e04985f974b2e1,57034
warhammer_3,8.1.1,24237342,Greenskins,greenskins,The Bloody Handz,wh_main_grn_orcs_of_the_bloody_hand,wh_main_grn_greenskins,wh_main_sc_grn_greenskins,201,128,factions/greenskins/wh_main_grn_orcs_of_the_bloody_hand.csv,ae53898291e60ec4abc654b870c379a8668d341284d16cea204bf6f10f121e10,60472
warhammer_3,8.1.1,24237342,Vampire Counts,vampire_counts,Sylvania,wh_main_vmp_schwartzhafen,wh_main_vmp_vampire_counts,wh_main_sc_vmp_vampire_counts,214,113,factions/vampire_counts/wh_main_vmp_schwartzhafen.csv,ac5b7f5aa7565f8433edccc76fb61554cd98e17fda641e23b80db4ebf5364c83,63669
warhammer_3,8.1.1,24237342,Vampire Counts,vampire_counts,The Drakenhof Conclave,wh_main_vmp_vampire_counts,wh_main_vmp_vampire_counts,wh_main_sc_vmp_vampire_counts,214,114,factions/vampire_counts/wh_main_vmp_vampire_counts.csv,630135a933a5f8e4ac5d6744257311d57ab40e63795bcfc5f3bd944cbd8286b3,66896
