record_type,game,patch,steam_build_id,race,race_slug,faction_key,faction_name,culture_key,subculture_key,feature_forest_key,variant_key,variant_status,applicability_basis,campaign_key,node_set_key,set_faction_key,set_culture_key,set_subculture_key,set_campaign_key,node_key,node_faction_key,node_campaign_key,technology_key,technology_name,technology_short_description,technology_long_description,effect_key,effect_scope,effect_value,effect_description,effect_additional_tooltip,node_set_name,node_set_tooltip,ui_group_name,ui_group_description,ui_tab_name,ui_tab_tooltip,lock_reason,ancillary_granted_text,required_technology_key,parent_node_key,child_node_key,link_type,classification,source_table,source_path,source_row_number,source_key,script_path,script_line,script_operation,script_evidence,script_applicability,script_resolution,set_colour_hex,node_indent,node_tier,research_points_required,cost_per_round,food_cost,ui_group_key,resource_cost_key,required_parents,node_pixel_offset_x,node_pixel_offset_y,technology_building_level,technology_position_index,technology_icon_name,technology_mp_available_early,technology_mp_available_late,technology_info_pic,technology_unique_index,technology_is_civil,technology_is_engineering,technology_is_military,technology_is_hidden,link_initial_descent_tiers,link_parent_link_position,link_child_link_position,link_parent_link_position_offset,link_child_link_position_offset,link_visible_in_ui,required_building_level_key,ancillary_key,character_trait_level_key,effect_list_key,initiative_key,initiative_visible_in_ui,unit_upgrade_key,mercenary_key,mercenary_group,mercenary_initial_unit_count,mercenary_pool,unlock_faction_key,unlock_subculture_key,resource_cost_treasury_cost,resource_cost_expenditure_type,resource_cost_income_type,resource_cost_expenditure_type_when_regular,resource_cost_income_type_when_regular,pooled_cost_pooled_resource_factor,pooled_cost_amount,pooled_cost_context,pooled_cost_ui_resource_transaction_pooled_resource,pooled_resource_factor_key,resource_factor_factor,pooled_resource_key,resource_factor_minimum,resource_factor_maximum,resource_factor_specific_faction_set,group_optional_background_image,group_colour_hex,group_bounds_bottom_right_node,group_bounds_top_left_node,group_bounds_optional_top_right_node,group_bounds_optional_bottom_left_node,ui_tab_key,tab_sort_order,tab_tier_offset,module_max_tier,effect_bundle_key,module_min_tier,category_effect_advancement_stage,effect_definition_icon,effect_definition_priority,effect_definition_icon_negative,effect_definition_category,effect_definition_is_positive_value_good
faction,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,has_database_tree,factions_tables,db/factions_tables/data__.tsv,368,wh3_dlc27_nor_sayl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node_set,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,,,,,,,,,,,,,Norscan Tech,Norscan Tech,,,,,,,,,,,,technology_node_sets_tables,db/technology_node_sets_tables/data__.tsv,25,nor_mil,,,,,,,FFB62F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
effect,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh3_dlc27_tech_nor_cam_region_09,,,wh3_dlc27_tech_nor_ship_cam_advantage,Rousing Advantage,The smell of blood rouses a raider's spirit; the promise of mead bolsters it further; the sight and sound of the sea assures him fully that victory awaits.,[PH],wh2_main_effect_building_construction_time_mod_ports,faction_to_region_own_unseen,-1.0000,Construction time: %+n for Ports,,Norscan Tech,Norscan Tech,,,,,,,,,,,,technology_effects_junction_tables,db/technology_effects_junction_tables/data__.tsv,2024,wh3_dlc27_tech_nor_ship_cam_advantage|wh2_main_effect_building_construction_time_mod_ports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,construction.png,102,construction.png,campaign,false
tab_membership,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh3_dlc27_tech_nor_cam_region_09,,,wh3_dlc27_tech_nor_ship_cam_advantage,Rousing Advantage,The smell of blood rouses a raider's spirit; the promise of mead bolsters it further; the sight and sound of the sea assures him fully that victory awaits.,[PH],,,,,,Norscan Tech,Norscan Tech,,,,,,,,,,,,technology_ui_tabs_to_technology_nodes_junctions_tables,db/technology_ui_tabs_to_technology_nodes_junctions_tables/data__.tsv,613,wh3_dlc27_tech_nor_cam_region_09|nor_cam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nor_cam,,,,,,,,,,,
node,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh3_dlc27_tech_nor_cam_region_11,,,wh3_dlc27_tech_nor_cam_worship,The Eyes of the Four,"The Four are always watching. Eagles' eyes reflected in the fires of revelry, hounds baying at roasting flesh, crows circling above the morsels, serpents slithering among the flames…",,,,,,,Norscan Tech,Norscan Tech,,,,,,,,,,,structural_node,technology_nodes_tables,db/technology_nodes_tables/data__.tsv,1174,wh3_dlc27_tech_nor_cam_region_11,,,,,,,,2,17,500,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
technology,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh3_dlc27_tech_nor_cam_region_11,,,wh3_dlc27_tech_nor_cam_worship,The Eyes of the Four,"The Four are always watching. Eagles' eyes reflected in the fires of revelry, hounds baying at roasting flesh, crows circling above the morsels, serpents slithering among the flames…",,,,,,,Norscan Tech,Norscan Tech,,,,,,,,,,,,technologies_tables,db/technologies_tables/data__.tsv,971,wh3_dlc27_tech_nor_cam_worship,,,,,,,,,,,,,,,,,,wh_main_chs_port_ruin,1,wh3_dlc27_tech_nor_worship,false,false,placeholder.tga,449597192,false,false,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
effect,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh3_dlc27_tech_nor_cam_region_11,,,wh3_dlc27_tech_nor_cam_worship,The Eyes of the Four,"The Four are always watching. Eagles' eyes reflected in the fires of revelry, hounds baying at roasting flesh, crows circling above the morsels, serpents slithering among the flames…",,wh3_main_effect_corruption_chaos_technology,faction_to_province_own,2.0000,Chaos Undivided corruption: %+n,,Norscan Tech,Norscan Tech,,,,,,,,,,,,technology_effects_junction_tables,db/technology_effects_junction_tables/data__.tsv,1979,wh3_dlc27_tech_nor_cam_worship|wh3_main_effect_corruption_chaos_technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,corruption_chaos.png,104,corruption_chaos.png,campaign,true
effect,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh3_dlc27_tech_nor_cam_region_11,,,wh3_dlc27_tech_nor_cam_worship,The Eyes of the Four,"The Four are always watching. Eagles' eyes reflected in the fires of revelry, hounds baying at roasting flesh, crows circling above the morsels, serpents slithering among the flames…",,wh3_main_faction_political_diplomacy_mod_daemons,faction_to_faction_own_unseen,15.0000,Diplomatic relations: %+n with Daemons of Chaos,,Norscan Tech,Norscan Tech,,,,,,,,,,,,technology_effects_junction_tables,db/technology_effects_junction_tables/data__.tsv,1980,wh3_dlc27_tech_nor_cam_worship|wh3_main_faction_political_diplomacy_mod_daemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diplomacy.png,5,diplomacy.png,campaign,true
tab_membership,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh3_dlc27_tech_nor_cam_region_11,,,wh3_dlc27_tech_nor_cam_worship,The Eyes of the Four,"The Four are always watching. Eagles' eyes reflected in the fires of revelry, hounds baying at roasting flesh, crows circling above the morsels, serpents slithering among the flames…",,,,,,,Norscan Tech,Norscan Tech,,,,,,,,,,,,technology_ui_tabs_to_technology_nodes_junctions_tables,db/technology_ui_tabs_to_technology_nodes_junctions_tables/data__.tsv,615,wh3_dlc27_tech_nor_cam_region_11|nor_cam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nor_cam,,,,,,,,,,,
node,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh3_dlc27_tech_nor_cam_region_13,,,wh_dlc08_tech_nor_marauders_01,War Tools,Weapons and armour are not the only apparatus of war – so too are the tools used to forge them.,"With blades in their hands, the tribes of the north are unstoppable. Every sinew cleaved, every head taken, every enemy gutted, increases the glory of the Dark Gods. Yet swords do not wash ashore like driftwood, and axes are not found under stones. In order to arm the vicious warriors of the north, an army of smiths forge a mountain of weapons, their blades sharp and unbreakable and ready to be put to the bloody work required by the Ruinous Powers. The best tools forge the best weapons, and with a ready supply of well-crafted weaponry the Northmen grow ever more powerful.",,,,,,Norscan Tech,Norscan Tech,,,,,,,,,,,structural_node,technology_nodes_tables,db/technology_nodes_tables/data__.tsv,1176,wh3_dlc27_tech_nor_cam_region_13,,,,,,,,3,17,500,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
technology,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh3_dlc27_tech_nor_cam_region_13,,,wh_dlc08_tech_nor_marauders_01,War Tools,Weapons and armour are not the only apparatus of war – so too are the tools used to forge them.,"With blades in their hands, the tribes of the north are unstoppable. Every sinew cleaved, every head taken, every enemy gutted, increases the glory of the Dark Gods. Yet swords do not wash ashore like driftwood, and axes are not found under stones. In order to arm the vicious warriors of the north, an army of smiths forge a mountain of weapons, their blades sharp and unbreakable and ready to be put to the bloody work required by the Ruinous Powers. The best tools forge the best weapons, and with a ready supply of well-crafted weaponry the Northmen grow ever more powerful.",,,,,,Norscan Tech,Norscan Tech,,,,,,,,,,,,technologies_tables,db/technologies_tables/data__.tsv,1618,wh_dlc08_tech_nor_marauders_01,,,,,,,,,,,,,,,,,,wh_main_chs_port_ruin,1,tech_dlc08_nor_war_tools,false,false,,1286031753,false,false,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
effect,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh3_dlc27_tech_nor_cam_region_13,,,wh_dlc08_tech_nor_marauders_01,War Tools,Weapons and armour are not the only apparatus of war – so too are the tools used to forge them.,"With blades in their hands, the tribes of the north are unstoppable. Every sinew cleaved, every head taken, every enemy gutted, increases the glory of the Dark Gods. Yet swords do not wash ashore like driftwood, and axes are not found under stones. In order to arm the vicious warriors of the north, an army of smiths forge a mountain of weapons, their blades sharp and unbreakable and ready to be put to the bloody work required by the Ruinous Powers. The best tools forge the best weapons, and with a ready supply of well-crafted weaponry the Northmen grow ever more powerful.",wh3_dlc25_effect_construction_time_mod_military_recruitment,faction_to_region_own_unseen,-1.0000,Construction time: %+n for Military Recruitment buildings,,Norscan Tech,Norscan Tech,,,,,,,,,,,,technology_effects_junction_tables,db/technology_effects_junction_tables/data__.tsv,3280,wh_dlc08_tech_nor_marauders_01|wh3_dlc25_effect_construction_time_mod_military_recruitment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,construction.png,103,construction.png,campaign,false
effect,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh3_dlc27_tech_nor_cam_region_13,,,wh_dlc08_tech_nor_marauders_01,War Tools,Weapons and armour are not the only apparatus of war – so too are the tools used to forge them.,"With blades in their hands, the tribes of the north are unstoppable. Every sinew cleaved, every head taken, every enemy gutted, increases the glory of the Dark Gods. Yet swords do not wash ashore like driftwood, and axes are not found under stones. In order to arm the vicious warriors of the north, an army of smiths forge a mountain of weapons, their blades sharp and unbreakable and ready to be put to the bloody work required by the Ruinous Powers. The best tools forge the best weapons, and with a ready supply of well-crafted weaponry the Northmen grow ever more powerful.",wh_main_effect_building_construction_cost_mod_recruitment,faction_to_region_own_unseen,-20.0000,Construction cost: %+n% for Military Recruitment buildings,,Norscan Tech,Norscan Tech,,,,,,,,,,,,technology_effects_junction_tables,db/technology_effects_junction_tables/data__.tsv,3281,wh_dlc08_tech_nor_marauders_01|wh_main_effect_building_construction_cost_mod_recruitment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,treasury.png,101,treasury.png,campaign,false
tab_membership,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh3_dlc27_tech_nor_cam_region_13,,,wh_dlc08_tech_nor_marauders_01,War Tools,Weapons and armour are not the only apparatus of war – so too are the tools used to forge them.,"With blades in their hands, the tribes of the north are unstoppable. Every sinew cleaved, every head taken, every enemy gutted, increases the glory of the Dark Gods. Yet swords do not wash ashore like driftwood, and axes are not found under stones. In order to arm the vicious warriors of the north, an army of smiths forge a mountain of weapons, their blades sharp and unbreakable and ready to be put to the bloody work required by the Ruinous Powers. The best tools forge the best weapons, and with a ready supply of well-crafted weaponry the Northmen grow ever more powerful.",,,,,,Norscan Tech,Norscan Tech,,,,,,,,,,,,technology_ui_tabs_to_technology_nodes_junctions_tables,db/technology_ui_tabs_to_technology_nodes_junctions_tables/data__.tsv,617,wh3_dlc27_tech_nor_cam_region_13|nor_cam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nor_cam,,,,,,,,,,,
node,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh3_dlc27_tech_nor_cam_army_09,,,wh_dlc08_tech_nor_other_10,Secrets of War & Coin,"Whether it is material wealth, or just good ideas, all manner of assets can be stolen from organised men. ","Pillage is not just about victuals and trophies. The coin accumulated by the rich merchants and mercenary captains of Tilea buy materials for building settlements and useful equipment for battle, for not all weapons of war can be forged or pillaged. The settlements themselves, once occupied, are used to grow the armies of the north. The men of Tilea are also renowned for their ideas. Much of this pointless noodling makes little sense to one whose life is devoted to combat, bloodshed and the worship of the Dark Gods, but they also have knowledge of war and tactics of use to the north, and in turn this knowledge will further the Dark Gods' cause.",,,,,,Norscan Tech,Norscan Tech,,,,,,,,,,,structural_node,technology_nodes_tables,db/technology_nodes_tables/data__.tsv,1151,wh3_dlc27_tech_nor_cam_army_09,,,,,,,,5,17,500,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
technology,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh3_dlc27_tech_nor_cam_army_09,,,wh_dlc08_tech_nor_other_10,Secrets of War & Coin,"Whether it is material wealth, or just good ideas, all manner of assets can be stolen from organised men. ","Pillage is not just about victuals and trophies. The coin accumulated by the rich merchants and mercenary captains of Tilea buy materials for building settlements and useful equipment for battle, for not all weapons of war can be forged or pillaged. The settlements themselves, once occupied, are used to grow the armies of the north. The men of Tilea are also renowned for their ideas. Much of this pointless noodling makes little sense to one whose life is devoted to combat, bloodshed and the worship of the Dark Gods, but they also have knowledge of war and tactics of use to the north, and in turn this knowledge will further the Dark Gods' cause.",,,,,,Norscan Tech,Norscan Tech,,,,,,,,,,,,technologies_tables,db/technologies_tables/data__.tsv,1647,wh_dlc08_tech_nor_other_10,,,,,,,,,,,,,,,,,,wh_main_chs_port_ruin,1,tech_dlc08_nor_secrets_of_war_n_coin,false,false,,1282775114,false,false,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
effect,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh3_dlc27_tech_nor_cam_army_09,,,wh_dlc08_tech_nor_other_10,Secrets of War & Coin,"Whether it is material wealth, or just good ideas, all manner of assets can be stolen from organised men. ","Pillage is not just about victuals and trophies. The coin accumulated by the rich merchants and mercenary captains of Tilea buy materials for building settlements and useful equipment for battle, for not all weapons of war can be forged or pillaged. The settlements themselves, once occupied, are used to grow the armies of the north. The men of Tilea are also renowned for their ideas. Much of this pointless noodling makes little sense to one whose life is devoted to combat, bloodshed and the worship of the Dark Gods, but they also have knowledge of war and tactics of use to the north, and in turn this knowledge will further the Dark Gods' cause.",wh_main_effect_force_all_campaign_captives,faction_to_force_own_unseen,15.0000,Casualties captured post-battle: %+n%,,Norscan Tech,Norscan Tech,,,,,,,,,,,,technology_effects_junction_tables,db/technology_effects_junction_tables/data__.tsv,3356,wh_dlc08_tech_nor_other_10|wh_main_effect_force_all_campaign_captives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,military.png,51,military.png,campaign,true
effect,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh3_dlc27_tech_nor_cam_army_09,,,wh_dlc08_tech_nor_other_10,Secrets of War & Coin,"Whether it is material wealth, or just good ideas, all manner of assets can be stolen from organised men. ","Pillage is not just about victuals and trophies. The coin accumulated by the rich merchants and mercenary captains of Tilea buy materials for building settlements and useful equipment for battle, for not all weapons of war can be forged or pillaged. The settlements themselves, once occupied, are used to grow the armies of the north. The men of Tilea are also renowned for their ideas. Much of this pointless noodling makes little sense to one whose life is devoted to combat, bloodshed and the worship of the Dark Gods, but they also have knowledge of war and tactics of use to the north, and in turn this knowledge will further the Dark Gods' cause.",wh_main_effect_force_all_campaign_sacking_income,faction_to_character_own_unseen,10.0000,Income from sacking settlements: %+n%,,Norscan Tech,Norscan Tech,,,,,,,,,,,,technology_effects_junction_tables,db/technology_effects_junction_tables/data__.tsv,3357,wh_dlc08_tech_nor_other_10|wh_main_effect_force_all_campaign_sacking_income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,income.png,108,income.png,campaign,true
tab_membership,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh3_dlc27_tech_nor_cam_army_09,,,wh_dlc08_tech_nor_other_10,Secrets of War & Coin,"Whether it is material wealth, or just good ideas, all manner of assets can be stolen from organised men. ","Pillage is not just about victuals and trophies. The coin accumulated by the rich merchants and mercenary captains of Tilea buy materials for building settlements and useful equipment for battle, for not all weapons of war can be forged or pillaged. The settlements themselves, once occupied, are used to grow the armies of the north. The men of Tilea are also renowned for their ideas. Much of this pointless noodling makes little sense to one whose life is devoted to combat, bloodshed and the worship of the Dark Gods, but they also have knowledge of war and tactics of use to the north, and in turn this knowledge will further the Dark Gods' cause.",,,,,,Norscan Tech,Norscan Tech,,,,,,,,,,,,technology_ui_tabs_to_technology_nodes_junctions_tables,db/technology_ui_tabs_to_technology_nodes_junctions_tables/data__.tsv,592,wh3_dlc27_tech_nor_cam_army_09|nor_cam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nor_cam,,,,,,,,,,,
node,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh3_dlc27_tech_nor_cam_army_11,,,wh_dlc08_tech_nor_marauders_07,Butcher's Captives,Give a captive a sword and he becomes an expendable sparring partner.,"There is more than one use for a captured foe. Though the altars of the shrines are ever thirsty for more blood to be spilled on them, those captives fit and strong enough are put to a different purpose. Crudely armed, they are then used for sparring, or target, practice. For the savage, hardened warriors who inhabit the northern wastes, this is sport and pleasure in one, and may even increase a warrior's skill, before they tire of the inferior opponents and go looking for something more ... substantial to fight. And in the unlikely event captives are not killed during the practice, they can always be sacrificed to the Gods later.",,,,,,Norscan Tech,Norscan Tech,,,,,,,,,,,structural_node,technology_nodes_tables,db/technology_nodes_tables/data__.tsv,1153,wh3_dlc27_tech_nor_cam_army_11,,,,,,,,6,17,500,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
technology,warhammer_3,8.1.1,24237342,Norsca,norsca,wh3_dlc27_nor_sayl,Dolgan,wh_dlc08_nor_norsca,wh_dlc08_sc_nor_norsca,LOCKED_STANDARD,nor_mil@unspecified_campaign,generic_candidate,Conjunction of nonblank source faction/culture/subculture selectors; campaign condition preserved. Engine precedence is not decoded.,,nor_mil,,wh_dlc08_nor_norsca,,,wh3_dlc27_tech_nor_cam_army_11,,,wh_dlc08_tech_nor_marauders_07,Butcher's Captives,Give a captive a sword and he becomes an expendable sparring partner.,"There is more than one use for a captured foe. Though the altars of the shrines are ever thirsty for more blood to be spilled on them, those captives fit and strong enough are put to a different purpose. Crudely armed, they are then used for sparring, or target, practice. For the savage, hardened warriors who inhabit the northern wastes, this is sport and pleasure in one, and may even increase a warrior's skill, before they tire of the inferior opponents and go looking for something more ... substantial to fight. And in the unlikely event captives are not killed during the practice, they can always be sacrificed to the Gods later.",,,,,,Norscan Tech,Norscan Tech,,,,,,,,,,,,technologies_tables,db/technologies_tables/data__.tsv,1624,wh_dlc08_tech_nor_marauders_07,,,,,,,,,,,,,,,,,,wh_main_chs_port_ruin,1,tech_dlc08_nor_butchers_captives,false,false,,640242778,false,false,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
